,LOTTO GAME,DRAW DATE,JACKPOT,WINNERS,DAY,BALL 1,BALL 2,BALL 3,BALL 4,BALL 5,BALL 6
9603,Superlotto 6/49,2020-10-29,148079396.4,0,Thursday,1,30,3,21,9,29
9620,Superlotto 6/49,2020-10-27,142174842.8,0,Tuesday,32,19,21,9,2,13
9637,Superlotto 6/49,2020-10-25,136695285.2,0,Sunday,6,2,1,16,31,11
9660,Superlotto 6/49,2020-10-22,131167569.6,0,Thursday,27,33,23,2,14,48
9677,Superlotto 6/49,2020-10-20,125546926.0,0,Tuesday,41,11,40,7,1,20
9694,Superlotto 6/49,2020-10-18,120911169.6,0,Sunday,18,23,43,26,21,29
9717,Superlotto 6/49,2020-10-15,115228006.4,0,Thursday,20,7,44,3,5,17
9734,Superlotto 6/49,2020-10-13,110085246.8,0,Tuesday,18,11,23,24,38,26
9751,Superlotto 6/49,2020-10-11,105399682.4,0,Sunday,34,24,45,9,29,8
9774,Superlotto 6/49,2020-10-08,100560074.0,0,Thursday,9,6,43,4,28,40
9791,Superlotto 6/49,2020-10-06,96137500.2,0,Tuesday,13,39,7,46,4,2
9808,Superlotto 6/49,2020-10-04,92107040.8,0,Sunday,32,12,34,49,29,19
9831,Superlotto 6/49,2020-10-01,87836549.8,0,Thursday,47,7,32,13,40,23
9848,Superlotto 6/49,2020-09-29,83737823.6,0,Tuesday,29,16,38,32,11,13
9865,Superlotto 6/49,2020-09-27,80179882.2,0,Sunday,31,34,9,39,49,38
9888,Superlotto 6/49,2020-09-24,76329216.8,0,Thursday,8,39,25,35,5,49
9905,Superlotto 6/49,2020-09-22,72770351.6,0,Tuesday,5,30,42,36,2,23
9922,Superlotto 6/49,2020-09-20,69800256.6,0,Sunday,41,33,15,45,34,2
9945,Superlotto 6/49,2020-09-17,66567665.2,0,Thursday,28,21,24,29,17,30
9962,Superlotto 6/49,2020-09-15,63217395.8,0,Tuesday,45,12,10,30,49,37
9979,Superlotto 6/49,2020-09-13,60591267.4,0,Sunday,38,33,6,1,41,47
10002,Superlotto 6/49,2020-09-10,57691273.6,0,Thursday,21,15,34,4,35,44
10019,Superlotto 6/49,2020-09-08,54810703.4,0,Tuesday,31,10,23,24,4,17
10036,Superlotto 6/49,2020-09-06,52495925.4,0,Sunday,8,36,37,41,39,23
10059,Superlotto 6/49,2020-09-03,50466029.4,0,Thursday,27,18,42,15,34,46
10076,Superlotto 6/49,2020-09-01,48518831.4,0,Tuesday,39,11,25,14,10,29
10093,Superlotto 6/49,2020-08-30,47098461.6,0,Sunday,45,21,25,47,30,31
10116,Superlotto 6/49,2020-08-27,45444323.4,0,Thursday,41,1,26,33,46,30
10133,Superlotto 6/49,2020-08-25,43857218.8,0,Tuesday,9,46,39,40,22,29
10150,Superlotto 6/49,2020-08-23,42734926.6,0,Sunday,44,1,21,38,9,16
10155,Superlotto 6/49,2020-08-20,41490617.0,0,Thursday,35,1,28,37,23,14
10160,Superlotto 6/49,2020-08-18,40436931.8,0,Tuesday,18,9,3,4,30,44
10165,Superlotto 6/49,2020-08-16,39921067.4,0,Sunday,32,23,37,4,5,15
10170,Superlotto 6/49,2020-08-13,39374429.0,0,Thursday,3,7,22,33,24,36
10175,Superlotto 6/49,2020-08-11,38857873.0,0,Tuesday,33,9,12,34,10,8
10180,Superlotto 6/49,2020-08-09,38530719.4,0,Sunday,46,30,26,11,34,35
10189,Superlotto 6/49,2020-03-29,38252271.2,0,Sunday,35,16,47,2,3,10
10196,Superlotto 6/49,2020-03-26,38249823.4,0,Thursday,29,16,24,44,48,9
10203,Superlotto 6/49,2020-03-24,38242269.8,0,Tuesday,16,32,47,27,9,5
10222,Superlotto 6/49,2020-03-22,38230308.4,0,Sunday,46,40,45,28,2,14
10247,Superlotto 6/49,2020-03-19,38192454.4,0,Thursday,1,39,45,4,47,44
10262,Superlotto 6/49,2020-03-17,38119025.6,0,Tuesday,29,5,33,37,26,35
10281,Superlotto 6/49,2020-03-15,37603810.8,0,Sunday,13,42,16,47,19,18
10306,Superlotto 6/49,2020-03-12,35160234.6,0,Thursday,30,48,31,24,18,37
10325,Superlotto 6/49,2020-03-10,32486795.8,0,Tuesday,22,27,48,17,36,34
10344,Superlotto 6/49,2020-03-08,30289450.4,0,Sunday,1,4,33,27,5,24
10369,Superlotto 6/49,2020-03-05,27367066.6,0,Thursday,31,37,26,44,43,14
10378,Superlotto 6/49,2020-03-05,27367066.6,0,Thursday,31,37,26,44,43,14
10397,Superlotto 6/49,2020-03-03,24521501.8,0,Tuesday,34,47,41,2,19,17
10416,Superlotto 6/49,2020-03-01,22275482.8,0,Sunday,30,40,6,16,20,1
10441,Superlotto 6/49,2020-02-27,19378663.6,0,Thursday,30,7,48,33,6,1
10460,Superlotto 6/49,2020-02-25,16642629.8,0,Tuesday,42,9,6,46,3,23
10479,Superlotto 6/49,2020-02-23,15840000.0,0,Sunday,29,7,3,25,46,10
10504,Superlotto 6/49,2020-02-20,15840000.0,0,Thursday,4,21,20,16,25,18
10523,Superlotto 6/49,2020-02-18,15840000.0,0,Tuesday,6,24,38,18,17,1
10542,Superlotto 6/49,2020-02-16,15840000.0,0,Sunday,31,46,41,20,23,32
10567,Superlotto 6/49,2020-02-13,15840000.0,0,Thursday,18,3,15,35,29,45
10586,Superlotto 6/49,2020-02-11,15840000.0,0,Tuesday,48,4,36,46,18,3
10605,Superlotto 6/49,2020-02-09,65774986.6,1,Sunday,22,23,5,15,31,3
10630,Superlotto 6/49,2020-02-06,62207431.4,0,Thursday,28,16,1,24,12,42
10649,Superlotto 6/49,2020-02-04,58736775.2,0,Tuesday,32,28,43,26,16,27
10668,Superlotto 6/49,2020-02-02,55999072.2,0,Sunday,1,39,16,8,2,38
10693,Superlotto 6/49,2020-01-30,52498233.4,0,Thursday,20,32,48,2,38,11
10712,Superlotto 6/49,2020-01-28,49061794.2,0,Tuesday,37,11,48,2,24,21
10731,Superlotto 6/49,2020-01-26,46477780.0,0,Sunday,35,14,26,8,10,27
10756,Superlotto 6/49,2020-01-23,43426685.0,0,Thursday,30,17,15,29,19,49
10775,Superlotto 6/49,2020-01-21,40181217.2,0,Tuesday,22,45,46,21,40,1
10794,Superlotto 6/49,2020-01-19,37709143.2,0,Sunday,48,39,29,16,46,43
10819,Superlotto 6/49,2020-01-16,34833573.2,0,Thursday,42,32,35,33,28,44
10838,Superlotto 6/49,2020-01-14,31704275.0,0,Tuesday,6,34,25,20,5,18
10857,Superlotto 6/49,2020-01-12,29566794.8,0,Sunday,34,10,38,26,43,8
10882,Superlotto 6/49,2020-01-09,26814477.8,0,Thursday,23,29,49,39,26,9
10901,Superlotto 6/49,2020-01-07,24219208.0,0,Tuesday,32,12,3,43,31,47
10920,Superlotto 6/49,2020-01-05,22212237.2,0,Sunday,1,22,16,47,9,36
10945,Superlotto 6/49,2020-01-02,19509060.6,0,Thursday,25,35,16,40,13,3
10955,Superlotto 6/49,2019-12-31,17023109.2,0,Tuesday,29,39,7,21,2,42
10974,Superlotto 6/49,2019-12-29,15840000.0,0,Sunday,24,22,5,11,42,8
10999,Superlotto 6/49,2019-12-26,15840000.0,0,Thursday,30,28,21,2,36,40
11009,Superlotto 6/49,2019-12-24,15840000.0,0,Tuesday,1,49,44,24,12,5
11028,Superlotto 6/49,2019-12-22,15840000.0,0,Sunday,48,17,9,27,41,19
11053,Superlotto 6/49,2019-12-19,15840000.0,0,Thursday,8,40,41,11,28,9
11072,Superlotto 6/49,2019-12-17,15840000.0,0,Tuesday,30,39,34,20,46,33
11091,Superlotto 6/49,2019-12-15,15840000.0,0,Sunday,26,41,7,34,39,2
11116,Superlotto 6/49,2019-12-12,15840000.0,1,Thursday,47,4,2,31,29,7
11135,Superlotto 6/49,2019-12-10,15840000.0,0,Tuesday,10,23,38,33,26,13
11154,Superlotto 6/49,2019-12-08,15840000.0,0,Sunday,29,35,18,1,33,39
11179,Superlotto 6/49,2019-12-05,15840000.0,0,Thursday,15,5,33,42,25,22
11198,Superlotto 6/49,2019-12-03,15840000.0,0,Tuesday,28,10,30,7,37,44
11217,Superlotto 6/49,2019-12-01,50305924.4,1,Sunday,35,38,9,17,10,15
11242,Superlotto 6/49,2019-11-28,47091414.4,0,Thursday,36,18,38,47,21,26
11261,Superlotto 6/49,2019-11-26,44596410.8,0,Tuesday,30,21,1,16,19,41
11280,Superlotto 6/49,2019-11-24,42504999.0,0,Sunday,25,27,7,48,34,22
11305,Superlotto 6/49,2019-11-21,39446877.8,0,Thursday,18,42,20,30,23,38
11324,Superlotto 6/49,2019-11-19,36983546.6,0,Tuesday,44,41,8,6,12,18
11343,Superlotto 6/49,2019-11-17,34994161.6,0,Sunday,38,31,36,19,11,25
11368,Superlotto 6/49,2019-11-14,31975741.0,0,Thursday,36,27,16,24,38,28
11387,Superlotto 6/49,2019-11-12,29694286.0,0,Tuesday,16,39,7,18,19,3
11406,Superlotto 6/49,2019-11-10,27814898.8,0,Sunday,47,10,11,29,27,16
11431,Superlotto 6/49,2019-11-07,25024698.0,0,Thursday,16,11,13,17,24,4
11450,Superlotto 6/49,2019-11-05,22690962.2,0,Tuesday,33,21,35,28,38,7
11469,Superlotto 6/49,2019-11-03,20819289.4,0,Sunday,17,33,40,12,4,41
11494,Superlotto 6/49,2019-10-31,18290308.8,0,Thursday,34,21,3,17,38,44
11513,Superlotto 6/49,2019-10-29,15968151.2,0,Tuesday,7,5,19,39,46,21
11532,Superlotto 6/49,2019-10-27,15840000.0,0,Sunday,9,25,37,38,10,32
11566,Superlotto 6/49,2019-10-24,15840000.0,0,Thursday,41,37,3,12,46,27
11585,Superlotto 6/49,2019-10-22,15840000.0,0,Tuesday,30,29,41,8,40,38
11604,Superlotto 6/49,2019-10-20,15840000.0,0,Sunday,37,40,30,11,14,28
11629,Superlotto 6/49,2019-10-17,15840000.0,0,Thursday,9,14,46,1,36,42
11648,Superlotto 6/49,2019-10-15,15840000.0,0,Tuesday,27,40,35,10,42,5
11667,Superlotto 6/49,2019-10-13,47165440.0,1,Sunday,40,19,18,28,20,1
11692,Superlotto 6/49,2019-10-10,43796205.0,0,Thursday,19,5,40,18,1,20
11711,Superlotto 6/49,2019-10-08,40648472.0,0,Tuesday,29,11,35,8,33,25
11730,Superlotto 6/49,2019-10-06,38338502.6,0,Sunday,17,37,15,18,30,11
11755,Superlotto 6/49,2019-10-03,35510112.0,0,Thursday,3,11,20,37,1,25
11774,Superlotto 6/49,2019-10-01,32600927.2,0,Tuesday,28,40,39,37,32,9
11793,Superlotto 6/49,2019-09-29,30650463.2,0,Sunday,2,27,31,14,41,13
11818,Superlotto 6/49,2019-09-26,28015714.2,0,Thursday,2,35,45,17,31,18
11837,Superlotto 6/49,2019-09-24,25673967.8,0,Tuesday,13,48,12,29,22,2
11856,Superlotto 6/49,2019-09-22,23821400.4,0,Sunday,8,21,31,38,19,29
11881,Superlotto 6/49,2019-09-19,21228034.4,0,Thursday,37,27,38,18,31,25
11900,Superlotto 6/49,2019-09-17,18880063.4,0,Tuesday,40,23,11,17,13,30
11919,Superlotto 6/49,2019-09-15,17012462.6,0,Sunday,14,5,15,38,41,46
11953,Superlotto 6/49,2019-09-12,15840000.0,0,Thursday,26,13,47,7,21,20
11972,Superlotto 6/49,2019-09-10,15840000.0,0,Tuesday,23,46,29,12,14,9
11991,Superlotto 6/49,2019-09-08,15840000.0,0,Sunday,19,10,24,25,13,33
12016,Superlotto 6/49,2019-09-05,15840000.0,0,Thursday,44,4,30,8,10,41
12035,Superlotto 6/49,2019-09-03,15840000.0,0,Tuesday,31,8,27,29,39,43
12054,Superlotto 6/49,2019-09-01,15840000.0,0,Sunday,41,44,3,29,37,43
12079,Superlotto 6/49,2019-08-29,61099961.4,1,Thursday,7,24,14,18,17,27
12098,Superlotto 6/49,2019-08-27,57327731.4,0,Tuesday,34,4,6,43,19,47
12117,Superlotto 6/49,2019-08-25,54466318.4,0,Sunday,13,32,35,10,21,8
12142,Superlotto 6/49,2019-08-22,51225850.8,0,Thursday,14,2,37,34,4,44
12161,Superlotto 6/49,2019-08-20,47427732.6,0,Tuesday,15,44,21,9,13,30
12180,Superlotto 6/49,2019-08-18,44738215.4,0,Sunday,29,33,12,20,24,37
12205,Superlotto 6/49,2019-08-15,41512889.2,0,Thursday,13,25,26,33,34,40
12224,Superlotto 6/49,2019-08-13,38856583.6,0,Tuesday,39,25,17,38,1,30
12243,Superlotto 6/49,2019-08-11,36780470.6,0,Sunday,34,23,44,48,36,6
12268,Superlotto 6/49,2019-08-08,33775684.0,0,Thursday,39,37,24,4,27,5
12287,Superlotto 6/49,2019-08-06,31341063.2,0,Tuesday,2,42,28,6,37,1
12306,Superlotto 6/49,2019-08-04,29322510.8,0,Sunday,19,18,17,43,32,2
12331,Superlotto 6/49,2019-08-01,26413333.8,0,Thursday,40,30,38,27,49,39
12350,Superlotto 6/49,2019-07-30,24091019.8,0,Tuesday,12,39,33,43,17,23
12369,Superlotto 6/49,2019-07-28,24045368.8,0,Sunday,24,3,32,48,19,13
12394,Superlotto 6/49,2019-07-25,23836320.4,0,Thursday,47,25,30,7,34,24
12413,Superlotto 6/49,2019-07-23,21514450.2,0,Tuesday,32,6,33,17,42,29
12432,Superlotto 6/49,2019-07-21,19696835.4,0,Sunday,36,33,49,20,31,47
12457,Superlotto 6/49,2019-07-18,17118013.0,0,Thursday,20,26,21,35,11,45
12476,Superlotto 6/49,2019-07-16,15840000.0,0,Tuesday,1,25,3,18,19,16
12495,Superlotto 6/49,2019-07-14,15840000.0,0,Sunday,37,2,31,3,42,34
12520,Superlotto 6/49,2019-07-11,15840000.0,0,Thursday,48,24,2,4,40,41
12539,Superlotto 6/49,2019-07-09,15840000.0,0,Tuesday,26,42,22,17,33,36
12557,Superlotto 6/49,2019-07-07,15840000.0,0,Sunday,37,9,38,17,11,33
12583,Superlotto 6/49,2019-07-04,15840000.0,0,Thursday,32,1,18,26,31,30
12601,Superlotto 6/49,2019-07-02,58865965.4,1,Tuesday,28,24,26,18,22,19
12620,Superlotto 6/49,2019-06-30,55512398.2,0,Sunday,17,20,33,29,39,19
12646,Superlotto 6/49,2019-06-27,51640171.8,0,Thursday,7,35,24,4,20,19
12664,Superlotto 6/49,2019-06-25,48800272.4,0,Tuesday,47,21,35,48,17,29
12683,Superlotto 6/49,2019-06-23,46409696.0,0,Sunday,38,4,32,39,30,31
12709,Superlotto 6/49,2019-06-20,43032201.6,0,Thursday,11,31,26,29,48,2
12727,Superlotto 6/49,2019-06-18,40291458.4,0,Tuesday,9,37,44,30,12,48
12746,Superlotto 6/49,2019-06-16,37886188.8,0,Sunday,43,42,44,49,34,3
12772,Superlotto 6/49,2019-06-13,34558748.8,0,Thursday,32,4,5,29,47,6
12790,Superlotto 6/49,2019-06-11,31656991.0,0,Tuesday,15,1,30,10,9,48
12809,Superlotto 6/49,2019-06-09,29319347.4,0,Sunday,33,19,10,30,40,39
12835,Superlotto 6/49,2019-06-06,26447506.8,0,Thursday,19,16,36,8,38,12
12853,Superlotto 6/49,2019-06-04,23639193.8,0,Tuesday,45,13,12,15,25,3
12872,Superlotto 6/49,2019-06-02,21484141.0,0,Sunday,9,46,28,45,1,16
12898,Superlotto 6/49,2019-05-30,18705435.8,0,Thursday,13,42,33,45,21,46
12916,Superlotto 6/49,2019-05-28,15903826.4,0,Tuesday,10,36,47,43,42,34
12935,Superlotto 6/49,2019-05-26,15840000.0,0,Sunday,14,1,4,5,10,40
12961,Superlotto 6/49,2019-05-23,15840000.0,0,Thursday,40,42,5,37,9,36
12979,Superlotto 6/49,2019-05-21,15840000.0,0,Tuesday,28,15,23,44,5,46
12998,Superlotto 6/49,2019-05-19,15840000.0,0,Sunday,46,12,37,41,29,13
13024,Superlotto 6/49,2019-05-16,15840000.0,0,Thursday,42,33,8,49,41,31
13042,Superlotto 6/49,2019-05-14,15840000.0,0,Tuesday,33,21,35,4,19,15
13061,Superlotto 6/49,2019-05-12,142668428.8,1,Sunday,25,31,7,28,18,27
13087,Superlotto 6/49,2019-05-09,137369623.2,0,Thursday,23,26,34,41,4,43
13105,Superlotto 6/49,2019-05-07,132609606.4,0,Tuesday,28,12,47,5,3,2
13124,Superlotto 6/49,2019-05-05,128161307.6,0,Sunday,24,42,26,2,49,3
13150,Superlotto 6/49,2019-05-02,123123232.8,0,Thursday,7,28,15,39,34,1
13168,Superlotto 6/49,2019-04-30,118560578.0,0,Tuesday,13,41,35,25,4,29
13187,Superlotto 6/49,2019-04-28,114427873.6,0,Sunday,48,27,49,26,2,17
13213,Superlotto 6/49,2019-04-25,109717079.6,0,Thursday,6,17,24,21,46,45
13231,Superlotto 6/49,2019-04-23,105352328.0,0,Tuesday,17,11,23,40,36,3
13259,Superlotto 6/49,2019-04-16,101270109.2,0,Tuesday,17,41,26,19,37,47
13278,Superlotto 6/49,2019-04-14,97500503.8,0,Sunday,7,22,25,11,6,42
13304,Superlotto 6/49,2019-04-11,93198466.0,0,Thursday,14,16,28,17,23,37
13322,Superlotto 6/49,2019-04-09,89428962.4,0,Tuesday,14,48,19,6,5,31
13341,Superlotto 6/49,2019-04-07,86075822.4,0,Sunday,22,11,4,39,29,27
13367,Superlotto 6/49,2019-04-04,81912274.8,0,Thursday,2,14,3,44,26,24
13385,Superlotto 6/49,2019-04-02,78160983.6,0,Tuesday,22,20,1,3,28,44
13404,Superlotto 6/49,2019-03-31,74788250.4,0,Sunday,21,41,10,37,44,27
13430,Superlotto 6/49,2019-03-28,70676242.6,0,Thursday,44,11,27,17,19,13
13448,Superlotto 6/49,2019-03-26,67107232.8,0,Tuesday,12,45,35,43,44,33
13467,Superlotto 6/49,2019-03-24,63922774.4,0,Sunday,4,3,45,8,49,11
13493,Superlotto 6/49,2019-03-21,60145303.2,0,Thursday,41,16,7,20,33,23
13511,Superlotto 6/49,2019-03-19,56652383.6,0,Tuesday,10,19,3,25,23,36
13530,Superlotto 6/49,2019-03-17,53668079.8,0,Sunday,49,1,27,4,44,28
13556,Superlotto 6/49,2019-03-14,50054903.4,0,Thursday,15,42,29,13,48,37
13574,Superlotto 6/49,2019-03-12,46812328.2,0,Tuesday,4,31,20,21,45,41
13593,Superlotto 6/49,2019-03-10,44095799.6,0,Sunday,42,21,38,40,11,3
13619,Superlotto 6/49,2019-03-07,40810570.6,0,Thursday,34,14,1,15,45,30
13637,Superlotto 6/49,2019-03-05,37507485.0,0,Tuesday,44,23,3,28,30,19
13656,Superlotto 6/49,2019-03-03,34875516.2,0,Sunday,45,21,14,10,46,33
13682,Superlotto 6/49,2019-02-28,31710912.0,0,Thursday,47,39,40,6,11,45
13700,Superlotto 6/49,2019-02-26,28972034.0,0,Tuesday,43,8,39,17,18,45
13719,Superlotto 6/49,2019-02-24,26880801.0,0,Sunday,40,36,44,14,19,48
13745,Superlotto 6/49,2019-02-21,24256208.0,0,Thursday,44,41,43,18,49,35
13763,Superlotto 6/49,2019-02-19,21528616.0,0,Tuesday,49,30,29,33,10,16
13782,Superlotto 6/49,2019-02-17,19455869.0,0,Sunday,32,15,23,12,7,40
13808,Superlotto 6/49,2019-02-14,16859934.0,0,Thursday,38,43,47,9,36,12
13826,Superlotto 6/49,2019-02-12,15840000.0,0,Tuesday,34,46,49,38,39,31
13845,Superlotto 6/49,2019-02-10,15840000.0,0,Sunday,23,18,3,27,12,32
13871,Superlotto 6/49,2019-02-07,15840000.0,0,Thursday,36,43,11,42,12,28
13889,Superlotto 6/49,2019-02-05,15840000.0,0,Tuesday,2,3,47,31,27,20
13908,Superlotto 6/49,2019-02-03,15840000.0,0,Sunday,17,24,23,21,10,14
13934,Superlotto 6/49,2019-01-31,15840000.0,0,Thursday,33,12,1,32,19,31
13952,Superlotto 6/49,2019-01-29,15840000.0,1,Tuesday,11,34,30,10,7,21
13971,Superlotto 6/49,2019-01-27,15840000.0,1,Sunday,11,41,3,20,47,22
13997,Superlotto 6/49,2019-01-24,15840000.0,0,Thursday,15,27,17,39,38,34
14015,Superlotto 6/49,2019-01-22,15840000.0,0,Tuesday,38,6,37,30,39,7
14034,Superlotto 6/49,2019-01-20,25226907.0,1,Sunday,42,8,14,24,29,13
14060,Superlotto 6/49,2019-01-17,22781484.0,0,Thursday,14,44,34,41,12,3
14078,Superlotto 6/49,2019-01-15,20191779.0,0,Tuesday,41,20,5,47,32,39
14097,Superlotto 6/49,2019-01-13,18481954.0,0,Sunday,9,49,28,21,41,34
14123,Superlotto 6/49,2019-01-10,15993225.0,0,Thursday,44,30,33,46,22,10
14141,Superlotto 6/49,2019-01-08,15840000.0,0,Tuesday,4,21,32,48,16,22
14160,Superlotto 6/49,2019-01-06,15840000.0,0,Sunday,6,41,23,12,8,28
14186,Superlotto 6/49,2019-01-03,15840000.0,0,Thursday,3,25,34,28,40,35
14213,Superlotto 6/49,2018-12-30,15840000.0,0,Sunday,10,5,3,1,30,24
14239,Superlotto 6/49,2018-12-27,15840000.0,0,Thursday,13,5,9,24,7,29
14266,Superlotto 6/49,2018-12-23,15840000.0,0,Sunday,20,16,37,5,45,1
14292,Superlotto 6/49,2018-12-20,15840000.0,1,Thursday,17,29,43,44,8,28
14310,Superlotto 6/49,2018-12-18,15840000.0,0,Tuesday,6,48,35,11,15,47
14329,Superlotto 6/49,2018-12-16,15840000.0,1,Sunday,25,26,21,28,12,22
14355,Superlotto 6/49,2018-12-13,25984443.0,1,Thursday,31,42,22,39,33,36
14373,Superlotto 6/49,2018-12-11,23122100.0,0,Tuesday,15,34,43,7,47,27
14392,Superlotto 6/49,2018-12-09,20825347.0,0,Sunday,5,7,36,44,12,17
14418,Superlotto 6/49,2018-12-06,18041883.0,0,Thursday,44,1,45,25,19,42
14436,Superlotto 6/49,2018-12-04,15840000.0,0,Tuesday,27,19,45,24,41,29
14455,Superlotto 6/49,2018-12-02,15840000.0,0,Sunday,36,15,29,21,17,42
14481,Superlotto 6/49,2018-11-29,15840000.0,0,Thursday,30,1,36,21,13,38
14499,Superlotto 6/49,2018-11-27,15840000.0,0,Tuesday,30,1,15,17,27,47
14518,Superlotto 6/49,2018-11-25,15840000.0,0,Sunday,23,28,14,30,32,16
14544,Superlotto 6/49,2018-11-22,15840000.0,0,Thursday,42,18,14,6,38,22
14562,Superlotto 6/49,2018-11-20,68415891.0,1,Tuesday,26,24,15,14,18,13
14581,Superlotto 6/49,2018-11-18,65059106.0,0,Sunday,4,27,32,1,20,43
14607,Superlotto 6/49,2018-11-15,60959615.0,0,Thursday,28,21,35,23,13,38
14625,Superlotto 6/49,2018-11-13,57283590.0,0,Tuesday,41,29,10,45,36,33
14644,Superlotto 6/49,2018-11-11,54114458.0,0,Sunday,1,21,24,49,44,17
14670,Superlotto 6/49,2018-11-08,50299053.0,0,Thursday,46,25,40,5,12,24
14688,Superlotto 6/49,2018-11-06,46687007.0,0,Tuesday,44,21,47,34,6,40
14707,Superlotto 6/49,2018-11-04,43977543.0,0,Sunday,17,7,47,32,30,38
14733,Superlotto 6/49,2018-11-01,40390187.0,0,Thursday,28,34,39,23,40,11
14751,Superlotto 6/49,2018-10-30,38281091.0,0,Tuesday,9,42,19,15,25,48
14770,Superlotto 6/49,2018-10-28,36026413.0,0,Sunday,36,24,22,35,10,2
14796,Superlotto 6/49,2018-10-25,32262813.0,0,Thursday,28,3,2,34,19,31
14814,Superlotto 6/49,2018-10-23,28498624.0,0,Tuesday,13,18,15,25,20,49
14833,Superlotto 6/49,2018-10-21,25421494.0,0,Sunday,47,45,32,8,3,11
14859,Superlotto 6/49,2018-10-18,21383593.0,0,Thursday,48,7,2,24,8,30
14877,Superlotto 6/49,2018-10-16,17100773.0,0,Tuesday,20,48,21,36,33,9
14896,Superlotto 6/49,2018-10-14,15840000.0,0,Sunday,34,6,11,49,3,45
14922,Superlotto 6/49,2018-10-11,15840000.0,0,Thursday,18,10,15,3,19,46
14940,Superlotto 6/49,2018-10-09,97384918.0,1,Tuesday,19,32,40,21,5,43
14959,Superlotto 6/49,2018-10-07,89049459.0,0,Sunday,13,22,24,30,49,14
14985,Superlotto 6/49,2018-10-04,80369745.0,0,Thursday,36,30,1,9,6,22
15003,Superlotto 6/49,2018-10-02,73493268.0,0,Tuesday,14,20,15,21,36,5
15022,Superlotto 6/49,2018-09-30,67816683.0,0,Sunday,25,13,2,39,48,33
15048,Superlotto 6/49,2018-09-27,61375561.0,0,Thursday,36,1,4,26,18,21
15066,Superlotto 6/49,2018-09-25,55964344.0,0,Tuesday,7,12,5,18,46,44
15085,Superlotto 6/49,2018-09-23,51698066.0,0,Sunday,18,43,32,21,30,31
15111,Superlotto 6/49,2018-09-20,46791159.0,0,Thursday,23,14,40,32,17,31
15129,Superlotto 6/49,2018-09-18,42357000.0,0,Tuesday,16,20,15,43,7,17
15148,Superlotto 6/49,2018-09-16,38562504.0,0,Sunday,33,18,45,12,10,4
15174,Superlotto 6/49,2018-09-13,34056396.0,0,Thursday,6,24,48,37,29,22
15192,Superlotto 6/49,2018-09-11,29696646.0,0,Tuesday,5,7,28,49,40,19
15211,Superlotto 6/49,2018-09-09,26340863.0,0,Sunday,23,8,21,5,27,47
15237,Superlotto 6/49,2018-09-06,22099256.0,0,Thursday,14,12,48,45,43,28
15255,Superlotto 6/49,2018-09-04,18543489.0,0,Tuesday,19,1,38,39,44,43
15274,Superlotto 6/49,2018-09-02,15840000.0,0,Sunday,22,44,45,23,48,46
15300,Superlotto 6/49,2018-08-30,15840000.0,0,Thursday,12,25,30,2,34,24
15318,Superlotto 6/49,2018-08-28,15840000.0,0,Tuesday,34,23,33,41,29,32
15337,Superlotto 6/49,2018-08-26,15840000.0,0,Sunday,43,30,42,11,28,47
15363,Superlotto 6/49,2018-08-23,15840000.0,0,Thursday,3,5,8,2,32,10
15381,Superlotto 6/49,2018-08-21,47841537.0,1,Tuesday,29,17,9,19,28,4
15400,Superlotto 6/49,2018-08-19,45120977.0,0,Sunday,37,6,38,1,16,47
15426,Superlotto 6/49,2018-08-16,41907896.0,0,Thursday,47,30,3,6,4,18
15444,Superlotto 6/49,2018-08-14,38791788.0,0,Tuesday,45,10,3,14,47,1
15463,Superlotto 6/49,2018-08-12,36367116.0,0,Sunday,23,12,13,1,30,39
15489,Superlotto 6/49,2018-08-09,33523321.0,0,Thursday,31,48,32,43,9,17
15507,Superlotto 6/49,2018-08-07,30452745.0,0,Tuesday,40,32,21,4,38,39
15526,Superlotto 6/49,2018-08-05,28126415.0,0,Sunday,31,17,48,45,5,24
15552,Superlotto 6/49,2018-08-02,25110178.0,0,Thursday,19,24,17,15,36,35
15570,Superlotto 6/49,2018-07-31,22144186.0,0,Tuesday,12,32,33,36,49,6
15589,Superlotto 6/49,2018-07-29,19944208.0,0,Sunday,48,45,42,6,13,49
15615,Superlotto 6/49,2018-07-26,17256445.0,0,Thursday,39,26,32,43,6,35
15633,Superlotto 6/49,2018-07-24,15840000.0,0,Tuesday,7,25,46,21,33,5
15652,Superlotto 6/49,2018-07-22,15840000.0,0,Sunday,1,41,13,30,10,17
15678,Superlotto 6/49,2018-07-19,15840000.0,0,Thursday,31,27,3,18,42,2
15696,Superlotto 6/49,2018-07-17,15840000.0,0,Tuesday,4,14,23,9,42,13
15715,Superlotto 6/49,2018-07-15,15840000.0,0,Sunday,43,35,25,14,22,37
15741,Superlotto 6/49,2018-07-12,15840000.0,0,Thursday,29,12,15,19,44,47
15759,Superlotto 6/49,2018-07-10,26881510.0,1,Tuesday,28,11,6,17,10,25
15778,Superlotto 6/49,2018-07-08,24389442.0,0,Sunday,10,44,21,19,24,34
15804,Superlotto 6/49,2018-07-05,21286462.0,0,Thursday,47,41,1,49,30,4
15822,Superlotto 6/49,2018-07-03,18084192.0,0,Tuesday,31,7,46,17,27,12
15841,Superlotto 6/49,2018-07-01,15840000.0,0,Sunday,4,2,7,49,34,18
