,LOTTO GAME,DRAW DATE,JACKPOT,WINNERS,DAY,BALL 1,BALL 2,BALL 3,BALL 4,BALL 5,BALL 6
2721,Ultra Lotto 6/58,2022-12-18,428626010.0,0,Sunday,3,1,44,42,58,2
2722,Superlotto 6/49,2022-12-18,15840000.0,0,Sunday,38,29,31,48,13,49
2729,Grand Lotto 6/55,2022-12-17,78477700.4,0,Saturday,33,38,29,8,13,50
2730,Lotto 6/42,2022-12-17,28599972.0,0,Saturday,3,17,38,23,41,4
2738,Ultra Lotto 6/58,2022-12-16,411769310.8,0,Friday,9,23,30,49,33,6
2739,Megalotto 6/45,2022-12-16,89341826.4,0,Friday,30,6,9,21,15,36
2747,Superlotto 6/49,2022-12-15,15840000.0,0,Thursday,1,30,18,27,2,6
2748,Lotto 6/42,2022-12-15,23965057.0,0,Thursday,18,28,1,27,21,29
2756,Grand Lotto 6/55,2022-12-14,72906198.0,0,Wednesday,11,46,9,12,43,16
2757,Megalotto 6/45,2022-12-14,82369895.4,0,Wednesday,7,11,2,17,30,38
2765,Ultra Lotto 6/58,2022-12-13,393783039.2,0,Tuesday,29,13,28,8,1,56
2766,Superlotto 6/49,2022-12-13,15840000.0,0,Tuesday,34,13,22,26,27,38
2767,Lotto 6/42,2022-12-13,18785433.8,0,Tuesday,3,33,34,2,30,31
2775,Grand Lotto 6/55,2022-12-12,68210521.4,0,Monday,12,4,43,49,42,47
2776,Megalotto 6/45,2022-12-12,76006843.0,0,Monday,40,15,9,11,30,21
2784,Ultra Lotto 6/58,2022-12-11,378921691.6,0,Sunday,4,34,13,16,10,7
2785,Superlotto 6/49,2022-12-11,23971499.6,1,Sunday,3,24,7,41,11,16
2792,Grand Lotto 6/55,2022-12-10,63522886.2,0,Saturday,24,35,53,47,5,44
2793,Lotto 6/42,2022-12-10,14741109.2,0,Saturday,15,7,28,16,13,4
2801,Ultra Lotto 6/58,2022-12-09,364223042.8,0,Friday,35,18,7,33,8,48
2802,Megalotto 6/45,2022-12-09,69566009.2,0,Friday,35,25,1,19,17,14
2810,Superlotto 6/49,2022-12-08,19340483.6,0,Thursday,18,29,3,31,8,20
2811,Lotto 6/42,2022-12-08,10897597.6,0,Thursday,11,39,10,9,22,29
2819,Grand Lotto 6/55,2022-12-07,58476059.4,0,Wednesday,54,22,10,28,14,26
2820,Megalotto 6/45,2022-12-07,63581849.6,0,Wednesday,26,23,11,7,31,43
2828,Ultra Lotto 6/58,2022-12-06,348374388.0,0,Tuesday,53,23,46,22,58,9
2829,Superlotto 6/49,2022-12-06,15840000.0,0,Tuesday,47,37,25,1,3,23
2830,Lotto 6/42,2022-12-06,7176331.6,0,Tuesday,8,19,29,25,2,41
2838,Grand Lotto 6/55,2022-12-05,54048468.4,0,Monday,2,19,48,24,43,52
2839,Megalotto 6/45,2022-12-05,57740008.8,0,Monday,25,30,35,38,17,45
2847,Ultra Lotto 6/58,2022-12-04,333985864.4,0,Sunday,6,49,58,35,36,31
2848,Superlotto 6/49,2022-12-04,15840000.0,0,Sunday,24,33,12,17,49,40
2855,Grand Lotto 6/55,2022-12-03,49753347.8,0,Saturday,15,55,43,53,40,47
2856,Lotto 6/42,2022-12-03,5940000.0,0,Saturday,19,32,22,34,10,9
2864,Ultra Lotto 6/58,2022-12-02,319977404.0,0,Friday,31,11,33,6,1,10
2865,Megalotto 6/45,2022-12-02,51930751.0,0,Friday,33,43,14,40,31,7
2873,Superlotto 6/49,2022-12-01,15840000.0,0,Thursday,14,20,16,4,42,29
2874,Lotto 6/42,2022-12-01,39292522.8,1,Thursday,24,3,18,20,28,4
2882,Grand Lotto 6/55,2022-11-30,44659172.0,0,Wednesday,45,8,4,28,17,13
2883,Megalotto 6/45,2022-11-30,46379917.6,0,Wednesday,39,26,40,4,11,42
2891,Ultra Lotto 6/58,2022-11-29,304963600.8,0,Tuesday,38,55,26,32,20,9
2892,Superlotto 6/49,2022-11-29,15840000.0,0,Tuesday,4,39,29,5,49,43
2893,Lotto 6/42,2022-11-29,33823987.6,0,Tuesday,15,37,19,38,16,18
2901,Grand Lotto 6/55,2022-11-28,40652082.6,0,Monday,21,32,9,13,40,34
2902,Megalotto 6/45,2022-11-28,41447388.4,0,Monday,25,19,21,6,42,38
2910,Ultra Lotto 6/58,2022-11-27,293032824.8,0,Sunday,36,38,29,7,45,12
2911,Superlotto 6/49,2022-11-27,63013007.4,1,Sunday,5,42,40,3,25,35
2918,Grand Lotto 6/55,2022-11-26,36681911.2,0,Saturday,30,20,11,45,21,18
2919,Lotto 6/42,2022-11-26,29348859.4,0,Saturday,14,42,28,20,37,26
2927,Ultra Lotto 6/58,2022-11-25,281543624.0,0,Friday,5,39,40,31,29,46
2928,Megalotto 6/45,2022-11-25,36475903.0,0,Friday,22,14,12,33,4,8
2936,Superlotto 6/49,2022-11-24,57727960.4,0,Thursday,11,17,36,13,37,44
2937,Lotto 6/42,2022-11-24,24981969.4,0,Thursday,40,36,30,33,27,25
2945,Grand Lotto 6/55,2022-11-23,32504433.4,0,Wednesday,15,35,51,26,40,48
2946,Megalotto 6/45,2022-11-23,31971747.2,0,Wednesday,41,19,10,32,17,3
2954,Ultra Lotto 6/58,2022-11-22,269003650.4,0,Tuesday,8,3,21,51,7,58
2955,Superlotto 6/49,2022-11-22,52448618.4,0,Tuesday,3,28,23,39,48,34
2956,Lotto 6/42,2022-11-22,20909088.4,0,Tuesday,5,26,32,8,13,9
2964,Grand Lotto 6/55,2022-11-21,29700000.0,0,Monday,28,25,31,48,45,17
2965,Megalotto 6/45,2022-11-21,27441058.0,0,Monday,39,4,42,8,30,22
2973,Ultra Lotto 6/58,2022-11-20,258135624.0,0,Sunday,41,52,36,53,49,15
2974,Superlotto 6/49,2022-11-20,48225620.6,0,Sunday,8,29,6,38,43,26
2981,Grand Lotto 6/55,2022-11-19,29700000.0,0,Saturday,27,54,3,46,45,25
2982,Lotto 6/42,2022-11-19,17259657.8,0,Saturday,34,14,29,19,28,36
2990,Ultra Lotto 6/58,2022-11-18,246887208.8,0,Friday,53,7,16,42,15,24
2991,Megalotto 6/45,2022-11-18,23037019.8,0,Friday,33,26,1,29,3,23
2999,Superlotto 6/49,2022-11-17,43192872.6,0,Thursday,4,29,3,33,37,36
3000,Lotto 6/42,2022-11-17,13460781.0,0,Thursday,1,33,3,37,2,13
3008,Grand Lotto 6/55,2022-11-16,29700000.0,0,Wednesday,41,19,2,47,45,54
3009,Megalotto 6/45,2022-11-16,18820591.2,0,Wednesday,9,41,38,19,22,13
3017,Ultra Lotto 6/58,2022-11-15,234226692.8,0,Tuesday,10,41,29,46,58,13
3018,Superlotto 6/49,2022-11-15,37927156.8,0,Tuesday,9,13,15,7,40,43
3019,Lotto 6/42,2022-11-15,9754195.0,0,Tuesday,4,28,36,16,40,13
3027,Grand Lotto 6/55,2022-11-14,29700000.0,0,Monday,40,7,51,12,9,2
3028,Megalotto 6/45,2022-11-14,14804362.6,0,Monday,9,37,40,44,41,5
3036,Ultra Lotto 6/58,2022-11-13,224300873.6,0,Sunday,43,46,50,16,9,17
3037,Superlotto 6/49,2022-11-13,34024733.6,0,Sunday,48,13,15,19,14,37
3044,Grand Lotto 6/55,2022-11-12,29700000.0,0,Saturday,23,15,18,24,26,32
3045,Lotto 6/42,2022-11-12,6669768.2,0,Saturday,2,1,25,32,16,30
3053,Ultra Lotto 6/58,2022-11-11,214398383.2,0,Friday,18,35,50,46,19,45
3054,Megalotto 6/45,2022-11-11,10995681.4,0,Friday,8,21,26,2,41,1
3062,Superlotto 6/49,2022-11-10,29599369.0,0,Thursday,12,41,30,39,19,33
3063,Lotto 6/42,2022-11-10,5940000.0,0,Thursday,32,31,15,41,17,40
3071,Grand Lotto 6/55,2022-11-09,29700000.0,0,Wednesday,22,25,1,2,28,41
3072,Megalotto 6/45,2022-11-09,8910000.0,0,Wednesday,2,34,12,6,26,1
3080,Ultra Lotto 6/58,2022-11-08,203672278.8,0,Tuesday,18,5,49,2,53,48
3081,Superlotto 6/49,2022-11-08,24838726.8,0,Tuesday,49,7,41,10,15,25
3082,Lotto 6/42,2022-11-08,5940000.0,2,Tuesday,9,6,29,7,5,19
3090,Grand Lotto 6/55,2022-11-07,29700000.0,0,Monday,49,10,16,22,51,55
3091,Megalotto 6/45,2022-11-07,8910000.0,0,Monday,38,19,3,31,41,10
3099,Ultra Lotto 6/58,2022-11-06,194908539.2,0,Sunday,50,25,39,23,35,9
3100,Superlotto 6/49,2022-11-06,21323421.6,0,Sunday,37,34,14,45,30,31
3107,Grand Lotto 6/55,2022-11-05,29700000.0,1,Saturday,40,3,34,37,19,15
3108,Lotto 6/42,2022-11-05,15395114.8,1,Saturday,31,32,8,25,29,14
3116,Ultra Lotto 6/58,2022-11-04,186415949.6,0,Friday,44,36,10,45,50,52
3117,Megalotto 6/45,2022-11-04,21436089.6,1,Friday,16,13,2,19,11,7
3125,Superlotto 6/49,2022-11-03,17282639.2,0,Thursday,46,14,29,40,23,32
3126,Lotto 6/42,2022-11-03,11502315.2,0,Thursday,10,21,28,33,13,5
3134,Grand Lotto 6/55,2022-11-02,29700000.0,0,Wednesday,22,16,13,27,38,43
3135,Megalotto 6/45,2022-11-02,17487158.6,0,Wednesday,42,17,3,11,6,7
3143,Ultra Lotto 6/58,2022-11-01,177575689.6,0,Tuesday,34,17,26,20,5,29
3144,Superlotto 6/49,2022-11-01,15840000.0,0,Tuesday,24,4,43,25,21,44
3145,Lotto 6/42,2022-11-01,8000922.6,0,Tuesday,7,36,9,37,39,8
3153,Grand Lotto 6/55,2022-10-31,29700000.0,0,Monday,30,35,51,5,26,54
3154,Megalotto 6/45,2022-10-31,13812158.0,0,Monday,27,13,2,30,42,43
3162,Ultra Lotto 6/58,2022-10-30,172194687.6,0,Sunday,39,29,42,20,8,19
3163,Superlotto 6/49,2022-10-30,15840000.0,0,Sunday,41,38,47,8,14,2
3170,Grand Lotto 6/55,2022-10-29,29700000.0,0,Saturday,52,5,42,18,15,11
3171,Lotto 6/42,2022-10-29,5940000.0,0,Saturday,23,13,31,37,2,25
3179,Ultra Lotto 6/58,2022-10-28,165457302.0,0,Friday,37,11,55,42,49,9
3180,Megalotto 6/45,2022-10-28,10392575.8,0,Friday,24,7,39,13,11,8
3188,Superlotto 6/49,2022-10-27,15840000.0,0,Thursday,37,18,7,34,3,39
3189,Lotto 6/42,2022-10-27,5940000.0,0,Thursday,1,3,9,24,19,40
3197,Grand Lotto 6/55,2022-10-26,29700000.0,0,Wednesday,35,45,29,6,33,2
3198,Megalotto 6/45,2022-10-26,8910000.0,0,Wednesday,25,2,35,7,31,41
3206,Ultra Lotto 6/58,2022-10-25,158067330.4,0,Tuesday,17,42,28,44,25,58
3207,Superlotto 6/49,2022-10-25,15840000.0,0,Tuesday,6,43,21,16,40,45
3208,Lotto 6/42,2022-10-25,24684429.0,1,Tuesday,28,10,30,8,1,16
3216,Grand Lotto 6/55,2022-10-24,29700000.0,0,Monday,27,32,53,37,39,36
3217,Megalotto 6/45,2022-10-24,8910000.0,0,Monday,44,13,27,4,18,14
3225,Ultra Lotto 6/58,2022-10-23,152287283.6,0,Sunday,39,7,58,37,50,16
3226,Superlotto 6/49,2022-10-23,188471378.8,1,Sunday,9,3,19,13,20,29
3233,Grand Lotto 6/55,2022-10-22,35410477.8,1,Saturday,44,50,7,52,46,36
3234,Lotto 6/42,2022-10-22,21034188.0,0,Saturday,34,20,31,39,22,3
3242,Ultra Lotto 6/58,2022-10-21,146528053.2,0,Friday,53,6,32,12,21,43
3243,Megalotto 6/45,2022-10-21,8910000.0,1,Friday,11,35,34,40,41,22
3251,Superlotto 6/49,2022-10-20,179396145.6,0,Thursday,33,49,44,19,35,39
3252,Lotto 6/42,2022-10-20,16856614.4,0,Thursday,33,1,2,22,19,25
3260,Grand Lotto 6/55,2022-10-19,31307988.0,0,Wednesday,47,16,11,5,22,40
3261,Megalotto 6/45,2022-10-19,8910000.0,0,Wednesday,31,13,25,35,11,37
3269,Ultra Lotto 6/58,2022-10-18,139640275.6,0,Tuesday,32,4,23,27,10,21
3270,Superlotto 6/49,2022-10-18,170399131.2,0,Tuesday,26,22,36,41,6,19
3271,Lotto 6/42,2022-10-18,13183447.2,0,Tuesday,42,35,4,27,5,37
3279,Grand Lotto 6/55,2022-10-17,29700000.0,0,Monday,40,46,37,48,29,20
3280,Megalotto 6/45,2022-10-17,22842729.6,2,Monday,30,35,24,11,3,19
3288,Ultra Lotto 6/58,2022-10-16,134489732.4,0,Sunday,48,3,49,44,40,41
3289,Superlotto 6/49,2022-10-16,162479421.6,0,Sunday,20,39,44,31,48,2
3296,Grand Lotto 6/55,2022-10-15,29700000.0,0,Saturday,37,42,45,20,54,41
3297,Lotto 6/42,2022-10-15,9986152.0,0,Saturday,31,20,17,19,9,29
3305,Ultra Lotto 6/58,2022-10-14,128936584.8,0,Friday,32,15,9,47,40,1
3306,Megalotto 6/45,2022-10-14,18616747.8,0,Friday,38,10,1,15,17,8
3314,Superlotto 6/49,2022-10-13,153877685.6,0,Thursday,24,48,37,16,1,42
3315,Lotto 6/42,2022-10-13,6324328.4,0,Thursday,20,39,6,19,35,31
3323,Grand Lotto 6/55,2022-10-12,29700000.0,0,Wednesday,24,25,31,54,19,14
3324,Megalotto 6/45,2022-10-12,14814316.6,0,Wednesday,31,39,6,4,18,10
3332,Ultra Lotto 6/58,2022-10-11,122557068.8,0,Tuesday,13,52,4,18,1,24
3333,Superlotto 6/49,2022-10-11,145637528.4,0,Tuesday,46,19,8,14,43,23
3334,Lotto 6/42,2022-10-11,5940000.0,0,Tuesday,2,8,23,40,21,6
3342,Grand Lotto 6/55,2022-10-10,29700000.0,0,Monday,3,36,15,41,51,28
3343,Megalotto 6/45,2022-10-10,11036602.0,0,Monday,25,6,19,35,3,20
3351,Ultra Lotto 6/58,2022-10-09,117756717.2,0,Sunday,24,1,25,9,39,47
3352,Superlotto 6/49,2022-10-09,138372723.6,0,Sunday,40,3,16,1,35,15
3359,Grand Lotto 6/55,2022-10-08,29700000.0,0,Saturday,22,6,43,42,17,44
3360,Lotto 6/42,2022-10-08,38200752.4,1,Saturday,39,42,23,33,32,12
3368,Ultra Lotto 6/58,2022-10-07,112756610.0,0,Friday,19,57,54,13,49,12
3369,Megalotto 6/45,2022-10-07,8910000.0,0,Friday,35,34,21,30,39,4
3377,Superlotto 6/49,2022-10-06,130721836.4,0,Thursday,20,2,41,17,22,4
3378,Lotto 6/42,2022-10-06,32944153.8,0,Thursday,10,9,14,16,28,39
3386,Grand Lotto 6/55,2022-10-05,29700000.0,0,Wednesday,9,32,37,34,31,33
3387,Megalotto 6/45,2022-10-05,8910000.0,0,Wednesday,23,40,43,9,3,21
3395,Ultra Lotto 6/58,2022-10-04,106603267.2,0,Tuesday,30,56,50,6,58,25
3396,Superlotto 6/49,2022-10-04,123277014.4,0,Tuesday,11,7,36,34,41,32
3397,Lotto 6/42,2022-10-04,28682317.6,0,Tuesday,40,38,35,32,29,6
3405,Grand Lotto 6/55,2022-10-03,29700000.0,0,Monday,26,14,51,10,12,8
3406,Megalotto 6/45,2022-10-03,14985585.8,2,Monday,45,4,38,44,21,36
3414,Ultra Lotto 6/58,2022-10-02,102294180.0,0,Sunday,40,14,56,39,44,24
3415,Superlotto 6/49,2022-10-02,116954271.6,0,Sunday,15,19,2,33,47,8
3422,Grand Lotto 6/55,2022-10-01,236091188.4,433,Saturday,9,45,36,27,18,54
3423,Lotto 6/42,2022-10-01,24908649.6,0,Saturday,37,42,14,9,13,4
3431,Ultra Lotto 6/58,2022-09-30,97719913.0,0,Friday,53,25,30,14,18,35
3432,Megalotto 6/45,2022-09-30,10877621.2,0,Friday,32,33,31,16,3,18
3440,Superlotto 6/49,2022-09-29,110134645.6,0,Thursday,11,40,41,25,33,43
3441,Lotto 6/42,2022-09-29,20521016.8,0,Thursday,26,40,37,38,34,17
3449,Grand Lotto 6/55,2022-09-28,224290071.6,0,Wednesday,54,11,26,46,33,51
3450,Megalotto 6/45,2022-09-28,8910000.0,0,Wednesday,9,25,34,16,31,22
3458,Ultra Lotto 6/58,2022-09-27,91958727.6,0,Tuesday,14,52,2,21,57,48
3459,Superlotto 6/49,2022-09-27,103645666.4,0,Tuesday,31,33,37,48,23,35
3460,Lotto 6/42,2022-09-27,16857699.0,0,Tuesday,32,22,19,20,11,27
3468,Grand Lotto 6/55,2022-09-26,214188190.8,0,Monday,7,52,3,34,46,50
3469,Megalotto 6/45,2022-09-26,8910000.0,0,Monday,30,38,43,16,22,25
3477,Ultra Lotto 6/58,2022-09-25,88507365.0,0,Sunday,50,43,12,5,46,54
3478,Superlotto 6/49,2022-09-25,98614447.8,0,Sunday,12,11,14,3,44,27
3485,Grand Lotto 6/55,2022-09-24,204736854.4,0,Saturday,52,30,36,42,45,34
3486,Lotto 6/42,2022-09-24,13827534.0,0,Saturday,14,5,27,15,24,13
3494,Ultra Lotto 6/58,2022-09-23,84940898.8,0,Friday,15,54,20,31,45,32
3495,Megalotto 6/45,2022-09-23,58796739.6,1,Friday,34,24,7,44,21,38
3503,Superlotto 6/49,2022-09-22,93612815.0,0,Thursday,45,36,28,35,11,41
3504,Lotto 6/42,2022-09-22,10004965.6,0,Thursday,17,23,35,18,24,19
3512,Grand Lotto 6/55,2022-09-21,194089549.6,0,Wednesday,48,31,42,40,11,50
3513,Megalotto 6/45,2022-09-21,53777129.0,0,Wednesday,31,39,1,42,20,26
3521,Ultra Lotto 6/58,2022-09-20,80104597.0,0,Tuesday,4,31,30,21,53,6
3522,Superlotto 6/49,2022-09-20,87838640.8,0,Tuesday,24,46,41,45,37,38
3523,Lotto 6/42,2022-09-20,6713559.4,0,Tuesday,31,27,17,21,18,9
3531,Grand Lotto 6/55,2022-09-19,184889840.4,0,Monday,30,46,20,17,34,15
3532,Megalotto 6/45,2022-09-19,48993583.6,0,Monday,17,41,25,22,18,20
3540,Ultra Lotto 6/58,2022-09-18,76578628.6,0,Sunday,36,53,57,50,4,3
3541,Superlotto 6/49,2022-09-18,83046408.8,0,Sunday,39,16,45,14,21,8
3548,Grand Lotto 6/55,2022-09-17,176260573.6,0,Saturday,20,6,29,18,52,44
3549,Lotto 6/42,2022-09-17,5940000.0,0,Saturday,10,9,3,30,38,32
3557,Grand Lotto 6/55,2022-09-17,176260573.6,0,Saturday,20,6,29,18,52,44
3558,Lotto 6/42,2022-09-17,5940000.0,0,Saturday,10,9,3,30,38,32
3566,Ultra Lotto 6/58,2022-09-16,72487804.0,0,Friday,5,50,1,4,15,2
3567,Megalotto 6/45,2022-09-16,44417051.8,0,Friday,22,12,17,41,42,30
3575,Superlotto 6/49,2022-09-15,77518718.6,0,Thursday,32,26,47,38,48,4
3576,Lotto 6/42,2022-09-15,56654977.2,1,Thursday,32,23,41,4,25,21
3584,Grand Lotto 6/55,2022-09-14,165711186.4,0,Wednesday,17,24,36,15,34,18
3585,Megalotto 6/45,2022-09-14,39674710.0,0,Wednesday,41,30,28,10,11,40
3593,Ultra Lotto 6/58,2022-09-13,67771128.0,0,Tuesday,3,8,53,34,14,16
3594,Superlotto 6/49,2022-09-13,72577298.0,0,Tuesday,24,20,26,12,11,38
3595,Lotto 6/42,2022-09-13,51634456.0,0,Tuesday,40,15,35,20,28,23
3603,Grand Lotto 6/55,2022-09-12,157728028.8,0,Monday,23,45,36,28,17,18
3604,Megalotto 6/45,2022-09-12,35459700.8,0,Monday,19,3,26,16,14,37
3612,Ultra Lotto 6/58,2022-09-11,64509145.8,0,Sunday,21,19,55,36,46,43
3613,Superlotto 6/49,2022-09-11,68467186.2,0,Sunday,9,42,16,47,13,5
3620,Grand Lotto 6/55,2022-09-10,149761384.4,0,Saturday,48,42,18,6,46,28
3621,Lotto 6/42,2022-09-10,46993787.6,0,Saturday,31,11,2,23,19,34
3629,Ultra Lotto 6/58,2022-09-09,60718864.2,0,Friday,14,52,36,58,3,54
3630,Megalotto 6/45,2022-09-09,31114212.0,0,Friday,39,32,12,10,20,29
3638,Superlotto 6/49,2022-09-08,63446121.0,0,Thursday,18,48,36,21,37,29
3639,Lotto 6/42,2022-09-08,42150882.4,0,Thursday,27,41,31,35,33,36
3647,Grand Lotto 6/55,2022-09-07,141442176.8,0,Wednesday,36,6,7,33,38,39
3648,Megalotto 6/45,2022-09-07,26903392.6,0,Wednesday,24,10,11,5,31,4
3656,Ultra Lotto 6/58,2022-09-06,56313035.6,0,Tuesday,24,16,35,12,23,22
3657,Superlotto 6/49,2022-09-06,58760114.4,0,Tuesday,41,42,18,31,17,10
3658,Lotto 6/42,2022-09-06,37580623.6,0,Tuesday,4,36,13,42,30,21
3666,Grand Lotto 6/55,2022-09-05,133601552.8,0,Monday,54,11,48,10,9,38
3667,Megalotto 6/45,2022-09-05,22850936.2,0,Monday,39,16,36,12,4,10
3675,Ultra Lotto 6/58,2022-09-04,53117443.8,0,Sunday,6,57,48,11,28,13
3676,Superlotto 6/49,2022-09-04,54892827.6,0,Sunday,10,29,7,37,41,30
3683,Grand Lotto 6/55,2022-09-03,125789740.0,0,Saturday,17,51,33,25,21,46
3684,Lotto 6/42,2022-09-03,33433506.8,0,Saturday,40,42,3,41,19,14
3692,Ultra Lotto 6/58,2022-09-02,49500000.0,0,Friday,6,13,35,39,47,5
3693,Megalotto 6/45,2022-09-02,18758129.6,0,Friday,21,9,38,44,27,42
3701,Superlotto 6/49,2022-09-01,50019156.2,0,Thursday,37,49,35,17,46,11
3702,Lotto 6/42,2022-09-01,29239676.4,0,Thursday,15,36,7,10,18,6
3710,Grand Lotto 6/55,2022-08-31,118243542.0,0,Wednesday,15,12,16,17,3,9
3711,Megalotto 6/45,2022-08-31,14775352.6,0,Wednesday,4,2,27,16,35,40
3719,Ultra Lotto 6/58,2022-08-30,49500000.0,0,Tuesday,37,29,38,5,24,19
3720,Superlotto 6/49,2022-08-30,45243742.6,0,Tuesday,10,13,19,14,34,31
3721,Lotto 6/42,2022-08-30,24881350.8,0,Tuesday,27,33,22,11,25,38
3729,Grand Lotto 6/55,2022-08-29,110823311.6,0,Monday,29,19,16,18,9,52
3730,Megalotto 6/45,2022-08-29,11015174.4,0,Monday,17,26,21,19,24,38
3738,Ultra Lotto 6/58,2022-08-28,49500000.0,0,Sunday,32,11,17,38,28,18
3739,Superlotto 6/49,2022-08-28,41617080.8,0,Sunday,47,45,24,1,18,13
3746,Grand Lotto 6/55,2022-08-27,103984532.4,0,Saturday,41,27,32,34,5,1
3747,Lotto 6/42,2022-08-27,21054373.6,0,Saturday,21,25,33,32,18,23
3755,Ultra Lotto 6/58,2022-08-26,49500000.0,0,Friday,32,24,15,49,25,53
3756,Megalotto 6/45,2022-08-26,8910000.0,0,Friday,2,10,34,28,25,12
3764,Superlotto 6/49,2022-08-25,37408135.4,0,Thursday,28,4,19,32,34,3
3765,Lotto 6/42,2022-08-25,16934604.0,0,Thursday,1,42,40,20,25,16
3773,Grand Lotto 6/55,2022-08-24,96891271.0,0,Wednesday,34,36,3,35,17,4
3774,Megalotto 6/45,2022-08-24,8910000.0,0,Wednesday,40,18,37,45,30,36
3782,Ultra Lotto 6/58,2022-08-23,49500000.0,0,Tuesday,18,20,27,2,38,15
3783,Superlotto 6/49,2022-08-23,32989804.8,0,Tuesday,15,18,16,25,13,39
3784,Lotto 6/42,2022-08-23,13212554.0,0,Tuesday,36,14,28,12,23,33
3792,Grand Lotto 6/55,2022-08-22,90620159.4,0,Monday,1,40,33,24,30,45
3793,Megalotto 6/45,2022-08-22,72205456.8,1,Monday,20,33,30,10,8,34
3801,Ultra Lotto 6/58,2022-08-21,49500000.0,0,Sunday,18,4,22,23,44,33
3802,Superlotto 6/49,2022-08-21,29936994.2,0,Sunday,6,28,33,1,27,8
3809,Grand Lotto 6/55,2022-08-20,85396279.2,0,Saturday,24,49,7,47,25,45
3810,Lotto 6/42,2022-08-20,10196551.4,0,Saturday,35,1,34,18,28,31
3818,Ultra Lotto 6/58,2022-08-19,49500000.0,0,Friday,56,24,29,5,13,16
3819,Megalotto 6/45,2022-08-19,66470034.0,0,Friday,19,43,37,36,27,15
3827,Superlotto 6/49,2022-08-18,25765810.4,0,Thursday,45,18,38,49,21,28
3828,Lotto 6/42,2022-08-18,6567885.6,0,Thursday,25,33,12,7,5,18
3836,Grand Lotto 6/55,2022-08-17,79131972.4,0,Wednesday,8,37,42,17,33,23
3837,Megalotto 6/45,2022-08-17,60179312.6,0,Wednesday,15,11,1,44,22,4
3845,Ultra Lotto 6/58,2022-08-16,49500000.0,0,Tuesday,34,20,6,14,32,3
3846,Superlotto 6/49,2022-08-16,21318944.4,0,Tuesday,8,43,21,48,34,2
3847,Lotto 6/42,2022-08-16,5940000.0,0,Tuesday,13,19,12,5,8,25
3855,Grand Lotto 6/55,2022-08-15,73746396.2,0,Monday,14,22,53,29,12,26
3856,Megalotto 6/45,2022-08-15,54628226.0,0,Monday,41,19,15,36,34,37
3864,Ultra Lotto 6/58,2022-08-14,49500000.0,0,Sunday,16,44,6,33,47,21
3865,Superlotto 6/49,2022-08-14,17912804.6,0,Sunday,3,20,49,45,43,6
3872,Grand Lotto 6/55,2022-08-13,68629477.0,0,Saturday,36,25,6,23,18,19
3873,Lotto 6/42,2022-08-13,5940000.0,1,Saturday,26,12,20,24,39,41
3881,Ultra Lotto 6/58,2022-08-12,49500000.0,0,Friday,24,54,28,42,57,40
3882,Megalotto 6/45,2022-08-12,49210804.4,0,Friday,3,1,19,9,23,28
3890,Superlotto 6/49,2022-08-11,15840000.0,0,Thursday,35,39,21,33,1,26
3891,Lotto 6/42,2022-08-11,32075959.8,1,Thursday,42,18,26,35,2,19
3899,Grand Lotto 6/55,2022-08-10,63122404.0,0,Wednesday,40,17,19,41,14,20
3900,Megalotto 6/45,2022-08-10,43763847.8,0,Wednesday,41,20,19,15,18,27
3908,Ultra Lotto 6/58,2022-08-09,49500000.0,0,Tuesday,24,29,31,56,55,16
3909,Superlotto 6/49,2022-08-09,15840000.0,0,Tuesday,8,32,20,38,13,18
3910,Lotto 6/42,2022-08-09,26895199.2,0,Tuesday,42,19,15,40,3,33
3918,Grand Lotto 6/55,2022-08-08,58324662.0,0,Monday,12,30,47,29,42,34
3919,Megalotto 6/45,2022-08-08,38883677.6,0,Monday,7,42,39,32,1,29
3927,Ultra Lotto 6/58,2022-08-07,49500000.0,0,Sunday,52,25,19,14,54,34
3928,Superlotto 6/49,2022-08-07,15840000.0,0,Sunday,15,32,9,13,1,31
3935,Grand Lotto 6/55,2022-08-06,53639226.8,0,Saturday,21,19,29,16,5,14
3936,Lotto 6/42,2022-08-06,22414970.6,0,Saturday,4,31,37,20,5,39
3944,Ultra Lotto 6/58,2022-08-05,163365304.4,1,Friday,4,46,58,20,34,28
3945,Megalotto 6/45,2022-08-05,33960195.2,0,Friday,18,31,28,13,23,30
3953,Superlotto 6/49,2022-08-04,15840000.0,0,Thursday,44,29,17,34,2,12
3954,Lotto 6/42,2022-08-04,18013724.8,0,Thursday,29,32,12,23,1,21
3962,Grand Lotto 6/55,2022-08-03,48769414.8,0,Wednesday,28,43,49,35,7,51
3963,Megalotto 6/45,2022-08-03,29754447.4,0,Wednesday,10,3,45,33,19,37
3971,Ultra Lotto 6/58,2022-08-02,155232098.0,0,Tuesday,23,48,53,6,50,7
3972,Superlotto 6/49,2022-08-02,15840000.0,1,Tuesday,28,45,9,12,21,19
3973,Lotto 6/42,2022-08-02,13796166.6,0,Tuesday,1,14,26,29,27,18
3981,Grand Lotto 6/55,2022-08-01,44170777.0,0,Monday,15,12,33,42,51,54
3982,Megalotto 6/45,2022-08-01,25203403.0,0,Monday,17,13,41,15,26,31
3990,Ultra Lotto 6/58,2022-07-31,147543749.2,0,Sunday,9,20,46,3,18,33
