,LOTTO GAME,DRAW DATE,JACKPOT (PHP),WINNERS,BALL 1,BALL 2,BALL 3,BALL 4,BALL 5,BALL 6
15299,Ultra Lotto 6/58,31 08 2018,"467,068,348.00",0,3,30,38,19,54,7
15300,Superlotto 6/49,30 08 2018,"15,840,000.00",0,12,25,30,2,34,24
15306,Lotto 6/42,30 08 2018,"6,839,027.00",1,9,14,29,38,16,34
15309,Megalotto 6/45,29 08 2018,"23,962,665.00",0,7,17,15,13,36,8
15317,Grand Lotto 6/55,29 08 2018,"29,700,000.00",0,37,49,28,12,32,10
15318,Superlotto 6/49,28 08 2018,"15,840,000.00",0,34,23,33,41,29,32
15324,Lotto 6/42,28 08 2018,"5,940,000.00",0,22,4,7,13,24,18
15327,Ultra Lotto 6/58,28 08 2018,"446,795,172.00",0,28,29,8,40,33,4
15328,Megalotto 6/45,27 08 2018,"20,727,729.00",0,3,16,6,32,44,34
15336,Grand Lotto 6/55,27 08 2018,"29,700,000.00",0,53,49,34,18,27,16
15337,Superlotto 6/49,26 08 2018,"15,840,000.00",0,43,30,42,11,28,47
15344,Ultra Lotto 6/58,26 08 2018,"432,811,540.00",0,43,54,39,14,46,36
15350,Lotto 6/42,25 08 2018,"5,940,000.00",0,26,35,28,22,23,30
15353,Grand Lotto 6/55,25 08 2018,"29,700,000.00",0,24,55,45,46,2,13
15354,Megalotto 6/45,24 08 2018,"17,980,416.00",0,24,39,17,33,15,8
15362,Ultra Lotto 6/58,24 08 2018,"420,202,552.00",0,4,27,49,16,47,41
15363,Superlotto 6/49,23 08 2018,"15,840,000.00",0,3,5,8,2,32,10
15369,Lotto 6/42,23 08 2018,"6,438,172.00",1,15,13,16,1,36,22
15372,Megalotto 6/45,22 08 2018,"15,006,543.00",0,7,14,15,27,23,18
15380,Grand Lotto 6/55,22 08 2018,"62,454,158.00",1,1,26,47,42,19,17
15381,Superlotto 6/49,21 08 2018,"47,841,537.00",1,29,17,9,19,28,4
15387,Lotto 6/42,21 08 2018,"5,940,000.00",0,16,8,9,20,38,28
15390,Ultra Lotto 6/58,21 08 2018,"406,162,932.00",0,53,10,52,19,8,58
15391,Megalotto 6/45,20 08 2018,"12,423,253.00",0,34,20,28,17,31,16
15399,Grand Lotto 6/55,20 08 2018,"59,062,046.00",0,44,54,8,20,28,30
15400,Superlotto 6/49,19 08 2018,"45,120,977.00",0,37,6,38,1,16,47
15407,Ultra Lotto 6/58,19 08 2018,"395,659,120.00",0,16,17,15,5,23,54
15413,Lotto 6/42,18 08 2018,"5,940,000.00",0,34,6,25,38,14,1
15416,Grand Lotto 6/55,18 08 2018,"55,835,755.00",0,29,54,35,14,19,27
15417,Megalotto 6/45,17 08 2018,"9,893,965.00",0,29,23,24,37,20,41
15425,Ultra Lotto 6/58,17 08 2018,"385,209,020.00",0,43,19,36,17,7,44
15426,Superlotto 6/49,16 08 2018,"41,907,896.00",0,47,30,3,6,4,18
15432,Lotto 6/42,16 08 2018,"22,741,821.00",2,23,30,10,36,18,15
15435,Megalotto 6/45,15 08 2018,"8,910,000.00",0,44,40,2,10,39,32
15443,Grand Lotto 6/55,15 08 2018,"52,639,690.00",0,14,54,7,9,51,10
15444,Superlotto 6/49,14 08 2018,"38,791,788.00",0,45,10,3,14,47,1
15450,Lotto 6/42,14 08 2018,"20,124,819.00",0,36,8,39,26,30,32
15453,Ultra Lotto 6/58,14 08 2018,"373,545,444.00",0,16,43,31,44,18,37
15454,Megalotto 6/45,13 08 2018,"8,910,000.00",0,16,26,18,17,22,3
15462,Grand Lotto 6/55,13 08 2018,"49,543,366.00",0,31,1,52,6,36,34
15463,Superlotto 6/49,12 08 2018,"36,367,116.00",0,23,12,13,1,30,39
15470,Ultra Lotto 6/58,12 08 2018,"363,917,684.00",0,1,13,42,24,53,56
15476,Lotto 6/42,11 08 2018,"17,830,368.00",0,27,29,39,37,7,20
15479,Grand Lotto 6/55,11 08 2018,"46,666,850.00",0,38,49,5,40,10,47
15480,Megalotto 6/45,10 08 2018,"8,910,000.00",0,31,35,21,32,11,9
15488,Ultra Lotto 6/58,10 08 2018,"354,665,384.00",0,38,35,37,15,56,45
15489,Superlotto 6/49,9 08 2018,"33,523,321.00",0,31,48,32,43,9,17
15495,Lotto 6/42,9 08 2018,"15,646,337.00",0,2,16,18,41,29,35
15498,Megalotto 6/45,8 08 2018,"27,418,716.00",1,31,3,25,21,15,12
15506,Grand Lotto 6/55,8 08 2018,"44,097,333.00",0,18,30,35,38,10,41
15507,Superlotto 6/49,7 08 2018,"30,452,745.00",0,40,32,21,4,38,39
15513,Lotto 6/42,7 08 2018,"13,242,688.00",0,19,22,1,32,13,24
15516,Ultra Lotto 6/58,7 08 2018,"343,538,300.00",0,31,7,34,14,39,50
15517,Megalotto 6/45,6 08 2018,"24,528,264.00",0,39,5,38,20,9,41
15525,Grand Lotto 6/55,6 08 2018,"41,262,603.00",0,15,11,12,27,8,43
15526,Superlotto 6/49,5 08 2018,"28,126,415.00",0,31,17,48,45,5,24
15533,Ultra Lotto 6/58,5 08 2018,"334,328,944.00",0,47,16,29,51,18,54
15539,Lotto 6/42,4 08 2018,"11,101,211.00",0,40,1,11,28,5,22
15542,Grand Lotto 6/55,4 08 2018,"38,602,417.00",0,47,16,24,6,35,25
15543,Megalotto 6/45,3 08 2018,"21,684,184.00",0,29,4,39,12,38,34
15551,Ultra Lotto 6/58,3 08 2018,"324,670,212.00",0,53,26,15,45,46,3
15552,Superlotto 6/49,2 08 2018,"25,110,178.00",0,19,24,17,15,36,35
15558,Lotto 6/42,2 08 2018,"8,814,671.00",0,14,39,8,36,26,16
15561,Megalotto 6/45,1 08 2018,"18,766,821.00",0,19,38,13,41,43,3
15569,Grand Lotto 6/55,1 08 2018,"35,805,513.00",0,30,9,52,54,50,29
15570,Superlotto 6/49,31 07 2018,"22,144,186.00",0,12,32,33,36,49,6
15576,Lotto 6/42,31 07 2018,"6,687,993.00",0,38,40,5,23,32,2
15579,Ultra Lotto 6/58,31 07 2018,"314,131,888.00",0,14,3,51,32,21,48
15580,Megalotto 6/45,30 07 2018,"16,074,848.00",0,9,24,16,45,26,30
15588,Grand Lotto 6/55,30 07 2018,"33,085,527.00",0,40,15,22,3,13,55
15589,Superlotto 6/49,29 07 2018,"19,944,208.00",0,48,45,42,6,13,49
15596,Ultra Lotto 6/58,29 07 2018,"306,110,404.00",0,39,9,56,26,29,34
15602,Lotto 6/42,28 07 2018,"5,940,000.00",0,28,13,9,33,37,42
15605,Grand Lotto 6/55,28 07 2018,"30,546,850.00",0,27,19,50,13,51,41
15606,Megalotto 6/45,27 07 2018,"13,460,468.00",0,18,3,30,2,31,33
15614,Ultra Lotto 6/58,27 07 2018,"298,136,492.00",0,43,24,6,25,28,40
15615,Superlotto 6/49,26 07 2018,"17,256,445.00",0,39,26,32,43,6,35
15621,Lotto 6/42,26 07 2018,"5,940,000.00",0,8,22,2,35,33,12
15624,Megalotto 6/45,25 07 2018,"10,928,650.00",0,42,30,26,5,8,23
15632,Grand Lotto 6/55,25 07 2018,"29,700,000.00",0,16,45,48,20,35,24
15633,Superlotto 6/49,24 07 2018,"15,840,000.00",0,7,25,46,21,33,5
15639,Lotto 6/42,24 07 2018,"33,955,630.00",1,34,7,1,4,32,14
15642,Ultra Lotto 6/58,24 07 2018,"289,617,284.00",0,51,37,40,7,29,5
15643,Megalotto 6/45,23 07 2018,"8,910,000.00",0,32,2,19,1,7,21
15651,Grand Lotto 6/55,23 07 2018,"29,700,000.00",0,2,48,42,17,41,29
15652,Superlotto 6/49,22 07 2018,"15,840,000.00",0,1,41,13,30,10,17
15659,Ultra Lotto 6/58,22 07 2018,"282,442,304.00",0,45,50,34,2,43,11
15665,Lotto 6/42,21 07 2018,"30,870,489.00",0,31,33,29,17,6,39
15668,Grand Lotto 6/55,21 07 2018,"29,700,000.00",0,22,21,37,24,19,3
15669,Megalotto 6/45,20 07 2018,"8,910,000.00",0,1,3,35,9,39,38
15677,Ultra Lotto 6/58,20 07 2018,"274,982,724.00",0,24,6,55,3,28,27
15678,Superlotto 6/49,19 07 2018,"15,840,000.00",0,31,27,3,18,42,2
15684,Lotto 6/42,19 07 2018,"27,589,764.00",0,41,9,13,36,39,30
15687,Megalotto 6/45,18 07 2018,"8,910,000.00",0,31,18,5,9,43,12
15695,Grand Lotto 6/55,18 07 2018,"29,700,000.00",0,4,35,48,45,23,31
15696,Superlotto 6/49,17 07 2018,"15,840,000.00",0,4,14,23,9,42,13
15702,Lotto 6/42,17 07 2018,"24,106,611.00",0,31,30,12,37,34,28
15705,Ultra Lotto 6/58,17 07 2018,"266,418,692.00",0,22,3,57,58,54,14
15706,Megalotto 6/45,16 07 2018,"78,539,983.00",1,22,13,27,17,10,1
15714,Grand Lotto 6/55,16 07 2018,"29,700,000.00",0,33,10,25,30,53,34
15715,Superlotto 6/49,15 07 2018,"15,840,000.00",0,43,35,25,14,22,37
15722,Ultra Lotto 6/58,15 07 2018,"259,793,448.00",0,55,29,31,57,14,20
15728,Lotto 6/42,14 07 2018,"21,416,964.00",0,8,33,35,26,12,31
15731,Grand Lotto 6/55,14 07 2018,"29,700,000.00",0,14,44,37,19,9,43
15732,Megalotto 6/45,13 07 2018,"73,545,548.00",0,28,16,11,45,25,10
15740,Ultra Lotto 6/58,13 07 2018,"252,096,984.00",0,2,51,32,47,17,24
15741,Superlotto 6/49,12 07 2018,"15,840,000.00",0,29,12,15,19,44,47
15747,Lotto 6/42,12 07 2018,"18,254,444.00",0,39,22,13,30,12,35
15750,Megalotto 6/45,11 07 2018,"69,025,612.00",0,3,7,24,4,31,41
15758,Grand Lotto 6/55,11 07 2018,"29,700,000.00",0,9,24,54,18,5,30
15759,Superlotto 6/49,10 07 2018,"26,881,510.00",1,28,11,6,17,10,25
15765,Lotto 6/42,10 07 2018,"15,218,205.00",0,16,32,27,40,31,24
15768,Ultra Lotto 6/58,10 07 2018,"243,951,112.00",0,47,15,48,3,35,56
15769,Megalotto 6/45,9 07 2018,"64,267,169.00",0,25,44,20,24,16,12
15777,Grand Lotto 6/55,9 07 2018,"29,700,000.00",0,45,13,34,20,31,4
15778,Superlotto 6/49,8 07 2018,"24,389,442.00",0,10,44,21,19,24,34
15785,Ultra Lotto 6/58,8 07 2018,"236,748,668.00",0,35,17,28,33,22,25
15791,Lotto 6/42,7 07 2018,"12,745,288.00",0,36,2,11,7,39,33
15794,Grand Lotto 6/55,7 07 2018,"29,700,000.00",0,9,24,46,27,38,22
15795,Megalotto 6/45,6 07 2018,"59,636,591.00",0,11,40,31,8,15,16
15803,Ultra Lotto 6/58,6 07 2018,"229,442,300.00",0,56,26,4,51,49,18
15804,Superlotto 6/49,5 07 2018,"21,286,462.00",0,47,41,1,49,30,4
15810,Lotto 6/42,5 07 2018,"10,034,668.00",0,4,15,34,27,29,30
15813,Megalotto 6/45,4 07 2018,"55,375,801.00",0,25,41,29,11,31,21
15821,Grand Lotto 6/55,4 07 2018,"29,700,000.00",0,16,7,21,28,49,14
15822,Superlotto 6/49,3 07 2018,"18,084,192.00",0,31,7,46,17,27,12
15828,Lotto 6/42,3 07 2018,"7,504,509.00",0,21,32,19,13,42,41
15831,Ultra Lotto 6/58,3 07 2018,"221,446,600.00",0,7,57,50,1,10,2
15832,Megalotto 6/45,2 07 2018,"50,954,465.00",0,42,22,5,28,4,35
15840,Grand Lotto 6/55,2 07 2018,"29,700,000.00",0,15,45,22,3,35,17
15841,Superlotto 6/49,1 07 2018,"15,840,000.00",0,4,2,7,49,34,18
15848,Ultra Lotto 6/58,1 07 2018,"214,636,668.00",0,31,24,45,19,34,52
15854,Lotto 6/42,30 06 2018,"5,940,000.00",0,6,38,42,39,20,27
15857,Grand Lotto 6/55,30 06 2018,"29,700,000.00",1,9,18,10,2,12,24
15858,Megalotto 6/45,29 06 2018,"46,596,588.00",0,33,41,19,29,8,1
15866,Ultra Lotto 6/58,29 06 2018,"207,237,172.00",0,1,19,13,29,51,4
15867,Superlotto 6/49,28 06 2018,"15,840,000.00",0,11,12,25,22,32,29
15873,Lotto 6/42,28 06 2018,"5,940,000.00",0,30,16,35,1,23,34
15876,Megalotto 6/45,27 06 2018,"42,785,999.00",0,30,32,31,27,44,2
15884,Grand Lotto 6/55,27 06 2018,"29,700,000.00",0,20,14,48,3,12,40
15885,Superlotto 6/49,26 06 2018,"15,840,000.00",0,3,4,35,21,22,33
15891,Lotto 6/42,26 06 2018,"31,885,774.00",1,27,15,7,39,26,19
15894,Ultra Lotto 6/58,26 06 2018,"199,715,276.00",0,55,34,16,31,40,23
15895,Megalotto 6/45,25 06 2018,"38,903,551.00",0,20,36,42,33,38,19
15903,Grand Lotto 6/55,25 06 2018,"29,700,000.00",0,24,50,6,40,22,44
15904,Superlotto 6/49,24 06 2018,"15,840,000.00",0,9,16,2,10,49,21
15911,Ultra Lotto 6/58,24 06 2018,"193,938,284.00",0,17,24,10,58,25,11
15917,Lotto 6/42,23 06 2018,"28,804,106.00",0,8,27,32,20,40,42
15920,Grand Lotto 6/55,23 06 2018,"29,700,000.00",0,29,48,52,19,55,5
15921,Megalotto 6/45,22 06 2018,"35,269,602.00",0,18,10,4,38,11,20
15929,Ultra Lotto 6/58,22 06 2018,"187,796,520.00",0,3,22,52,50,47,44
15930,Superlotto 6/49,21 06 2018,"15,840,000.00",0,7,11,18,29,19,2
15936,Lotto 6/42,21 06 2018,"25,485,111.00",0,30,1,23,39,16,8
15939,Megalotto 6/45,20 06 2018,"31,919,735.00",0,9,20,1,43,26,18
15947,Grand Lotto 6/55,20 06 2018,"29,700,000.00",0,2,27,19,18,34,12
15948,Superlotto 6/49,19 06 2018,"15,840,000.00",0,45,8,44,29,17,32
15954,Lotto 6/42,19 06 2018,"22,363,847.00",0,30,32,34,24,39,11
15957,Ultra Lotto 6/58,19 06 2018,"181,477,292.00",0,49,57,52,28,3,6
15958,Megalotto 6/45,18 06 2018,"28,667,648.00",0,31,45,34,11,16,17
15966,Grand Lotto 6/55,18 06 2018,"29,700,000.00",0,48,41,39,8,9,27
15967,Superlotto 6/49,17 06 2018,"50,997,870.00",1,19,6,20,34,8,13
15974,Ultra Lotto 6/58,17 06 2018,"176,027,440.00",0,46,1,5,11,7,21
15980,Lotto 6/42,16 06 2018,"19,553,914.00",0,8,41,23,38,2,29
15983,Grand Lotto 6/55,16 06 2018,"29,700,000.00",0,20,15,25,33,30,9
15984,Megalotto 6/45,15 06 2018,"25,251,439.00",0,36,33,43,45,4,16
15992,Ultra Lotto 6/58,15 06 2018,"170,217,528.00",0,7,56,37,17,49,11
15993,Superlotto 6/49,14 06 2018,"47,283,093.00",0,48,46,23,49,27,16
15999,Lotto 6/42,14 06 2018,"16,562,542.00",0,3,2,21,10,36,24
16002,Megalotto 6/45,13 06 2018,"22,135,779.00",0,6,9,14,32,41,4
16010,Grand Lotto 6/55,13 06 2018,"29,700,000.00",0,29,20,42,41,48,55
16011,Superlotto 6/49,12 06 2018,"43,550,698.00",0,3,17,23,43,9,32
16017,Lotto 6/42,12 06 2018,"13,911,366.00",0,36,20,35,30,5,14
16020,Ultra Lotto 6/58,12 06 2018,"164,144,492.00",0,48,18,57,9,28,53
16021,Megalotto 6/45,11 06 2018,"19,214,843.00",0,1,32,33,39,28,40
16029,Grand Lotto 6/55,11 06 2018,"29,700,000.00",0,11,19,48,6,23,20
16030,Superlotto 6/49,10 06 2018,"40,879,817.00",0,22,30,29,48,8,21
16037,Ultra Lotto 6/58,10 06 2018,"159,440,596.00",0,54,22,17,8,48,5
16043,Lotto 6/42,9 06 2018,"11,671,427.00",0,21,22,30,37,40,12
16046,Grand Lotto 6/55,9 06 2018,"29,700,000.00",0,41,10,38,47,26,19
16047,Megalotto 6/45,8 06 2018,"16,279,913.00",0,24,3,35,34,6,7
16055,Ultra Lotto 6/58,8 06 2018,"154,272,556.00",0,49,31,39,5,41,43
16056,Superlotto 6/49,7 06 2018,"37,683,883.00",0,44,9,36,3,8,33
16062,Lotto 6/42,7 06 2018,"9,270,020.00",0,11,29,36,33,35,27
16065,Megalotto 6/45,6 06 2018,"13,530,437.00",0,37,33,28,42,18,38
16073,Grand Lotto 6/55,6 06 2018,"29,700,000.00",1,2,26,19,17,1,23
16074,Superlotto 6/49,5 06 2018,"34,195,119.00",0,5,1,25,36,39,13
16080,Lotto 6/42,5 06 2018,"6,943,916.00",0,26,24,1,17,41,30
16083,Ultra Lotto 6/58,5 06 2018,"148,609,676.00",0,44,35,39,34,3,50
16084,Megalotto 6/45,4 06 2018,"10,748,244.00",0,18,41,2,32,6,12
16092,Grand Lotto 6/55,4 06 2018,"29,700,000.00",0,44,46,10,21,41,27
16093,Superlotto 6/49,3 06 2018,"31,649,374.00",0,23,19,27,30,41,3
16100,Ultra Lotto 6/58,3 06 2018,"143,924,112.00",0,1,53,27,11,43,18
16106,Lotto 6/42,2 06 2018,"5,940,000.00",0,23,35,24,25,29,17
16109,Grand Lotto 6/55,2 06 2018,"29,700,000.00",0,41,42,35,37,16,49
16110,Megalotto 6/45,1 06 2018,"8,910,000.00",0,43,17,26,11,27,31
16118,Ultra Lotto 6/58,1 06 2018,"138,783,220.00",0,26,8,43,22,27,12
16119,Superlotto 6/49,31 05 2018,"28,523,904.00",0,24,12,19,10,42,38
16125,Lotto 6/42,31 05 2018,"5,940,000.00",0,31,3,36,15,24,30
16128,Megalotto 6/45,30 05 2018,"8,910,000.00",0,40,4,21,24,2,39
16136,Grand Lotto 6/55,30 05 2018,"29,700,000.00",0,14,39,9,53,15,55
16137,Superlotto 6/49,29 05 2018,"25,309,818.00",0,45,15,31,39,35,10
16143,Lotto 6/42,29 05 2018,"19,845,521.00",1,14,33,1,13,28,40
16146,Ultra Lotto 6/58,29 05 2018,"133,174,580.00",0,25,49,10,37,26,6
16147,Megalotto 6/45,28 05 2018,"8,910,000.00",0,35,20,19,37,26,44
16155,Grand Lotto 6/55,28 05 2018,"29,700,000.00",0,5,23,7,46,28,42
16156,Superlotto 6/49,27 05 2018,"23,045,644.00",0,35,49,41,28,33,40
16163,Ultra Lotto 6/58,27 05 2018,"128,900,984.00",0,34,45,14,40,1,13
16169,Lotto 6/42,26 05 2018,"17,308,376.00",0,16,13,38,34,21,23
16172,Grand Lotto 6/55,26 05 2018,"29,700,000.00",0,31,40,28,44,5,41
16173,Megalotto 6/45,25 05 2018,"15,898,612.00",1,34,12,22,15,20,27
16181,Ultra Lotto 6/58,25 05 2018,"124,321,564.00",0,34,14,19,22,10,43
16182,Superlotto 6/49,24 05 2018,"20,192,678.00",0,26,34,21,16,31,23
16188,Lotto 6/42,24 05 2018,"14,420,602.00",0,30,29,15,2,37,27
16191,Megalotto 6/45,23 05 2018,"13,056,980.00",0,17,1,40,43,4,5
16199,Grand Lotto 6/55,23 05 2018,"29,700,000.00",0,20,49,50,39,24,47
16200,Superlotto 6/49,22 05 2018,"17,289,246.00",0,10,46,33,11,47,29
16206,Lotto 6/42,22 05 2018,"11,772,839.00",0,11,30,26,33,29,8
16209,Ultra Lotto 6/58,22 05 2018,"119,378,952.00",0,32,57,1,49,9,19
16210,Megalotto 6/45,21 05 2018,"10,376,602.00",0,36,45,12,21,39,38
16218,Grand Lotto 6/55,21 05 2018,"29,700,000.00",0,30,27,18,43,26,11
16219,Superlotto 6/49,20 05 2018,"15,840,000.00",0,3,19,40,23,45,7
16226,Ultra Lotto 6/58,20 05 2018,"115,266,992.00",0,9,23,7,37,32,40
16232,Lotto 6/42,19 05 2018,"9,451,202.00",0,16,38,18,8,4,29
16235,Grand Lotto 6/55,19 05 2018,"126,181,744.00",2,12,55,10,5,43,19
16236,Megalotto 6/45,18 05 2018,"8,910,000.00",0,18,26,35,21,7,32
16244,Ultra Lotto 6/58,18 05 2018,"111,122,872.00",0,25,26,36,3,33,56
16245,Superlotto 6/49,17 05 2018,"15,840,000.00",0,23,31,28,48,49,17
16251,Lotto 6/42,17 05 2018,"7,004,765.00",0,18,5,33,14,30,6
16254,Megalotto 6/45,16 05 2018,"8,910,000.00",0,38,32,23,40,17,45
16262,Grand Lotto 6/55,16 05 2018,"120,916,304.00",0,39,38,10,34,46,12
16263,Superlotto 6/49,15 05 2018,"15,840,000.00",0,17,23,5,33,36,22
16269,Lotto 6/42,15 05 2018,"5,940,000.00",0,42,38,10,13,40,3
16272,Ultra Lotto 6/58,15 05 2018,"106,590,252.00",0,32,15,23,10,18,22
16273,Megalotto 6/45,14 05 2018,"8,910,000.00",0,15,37,42,7,43,1
16281,Grand Lotto 6/55,14 05 2018,"115,955,964.00",0,7,33,3,8,32,25
16282,Superlotto 6/49,13 05 2018,"15,840,000.00",0,19,42,8,23,14,21
16289,Ultra Lotto 6/58,13 05 2018,"103,138,604.00",0,46,11,21,24,19,57
16295,Lotto 6/42,12 05 2018,"5,940,000.00",0,15,40,24,25,16,39
16298,Grand Lotto 6/55,12 05 2018,"112,241,480.00",0,30,26,39,3,47,10
16299,Megalotto 6/45,11 05 2018,"49,357,401.00",2,24,10,28,15,25,12
16307,Ultra Lotto 6/58,11 05 2018,"99,542,140.00",0,51,31,22,19,2,32
16308,Superlotto 6/49,10 05 2018,"15,840,000.00",0,39,49,27,12,17,24
16314,Lotto 6/42,10 05 2018,"48,921,540.00",1,3,9,18,37,10,41
16317,Megalotto 6/45,9 05 2018,"45,744,439.00",0,17,14,12,43,25,15
16325,Grand Lotto 6/55,9 05 2018,"107,647,564.00",0,31,42,23,34,27,30
16326,Superlotto 6/49,8 05 2018,"15,840,000.00",0,48,29,7,6,30,42
16332,Lotto 6/42,8 05 2018,"45,042,129.00",0,4,26,23,38,17,7
16335,Ultra Lotto 6/58,8 05 2018,"95,877,129.00",0,19,27,7,46,18,53
16336,Megalotto 6/45,7 05 2018,"42,499,746.00",0,11,13,33,30,39,36
16344,Grand Lotto 6/55,7 05 2018,"103,546,316.00",0,40,53,24,21,52,1
16345,Superlotto 6/49,6 05 2018,"45,451,487.00",1,14,7,16,10,30,40
16352,Ultra Lotto 6/58,6 05 2018,"93,059,561.00",0,7,34,51,6,10,21
16358,Lotto 6/42,5 05 2018,"41,751,734.00",0,15,5,39,24,1,12
16361,Grand Lotto 6/55,5 05 2018,"99,560,188.00",0,54,21,44,36,11,38
16362,Megalotto 6/45,4 05 2018,"39,193,677.00",0,29,35,28,22,31,26
16370,Ultra Lotto 6/58,4 05 2018,"89,830,023.00",0,11,15,56,38,53,45
16371,Superlotto 6/49,3 05 2018,"42,214,919.00",0,7,20,2,1,16,28
16377,Lotto 6/42,3 05 2018,"38,357,000.00",0,23,22,25,26,12,1
16380,Megalotto 6/45,2 05 2018,"35,814,225.00",0,10,32,41,42,44,24
16388,Grand Lotto 6/55,2 05 2018,"95,537,594.00",0,36,30,17,7,43,50
16389,Superlotto 6/49,1 05 2018,"39,190,497.00",0,49,19,33,36,18,26
16395,Lotto 6/42,1 05 2018,"35,114,651.00",0,31,14,12,17,36,28
16398,Ultra Lotto 6/58,1 05 2018,"86,323,181.00",0,48,28,51,15,39,42
16399,Megalotto 6/45,30 04 2018,"32,687,096.00",0,23,38,36,8,10,21
16407,Grand Lotto 6/55,30 04 2018,"91,789,066.00",0,46,3,4,22,38,28
16408,Superlotto 6/49,29 04 2018,"36,896,857.00",0,41,39,44,19,4,48
16415,Ultra Lotto 6/58,29 04 2018,"83,695,951.00",0,58,15,37,46,1,44
16421,Lotto 6/42,28 04 2018,"32,304,512.00",0,37,42,3,22,35,2
16424,Grand Lotto 6/55,28 04 2018,"88,047,436.00",0,1,51,34,21,30,18
16425,Megalotto 6/45,27 04 2018,"29,532,718.00",0,5,27,33,21,42,25
16433,Ultra Lotto 6/58,27 04 2018,"80,558,154.00",0,11,3,30,37,38,41
16434,Superlotto 6/49,26 04 2018,"33,787,750.00",0,4,41,3,19,30,6
16440,Lotto 6/42,26 04 2018,"29,185,264.00",0,32,4,13,22,23,41
16443,Megalotto 6/45,25 04 2018,"26,315,788.00",0,43,1,38,17,30,8
16451,Grand Lotto 6/55,25 04 2018,"84,260,088.00",0,13,42,43,44,15,35
16452,Superlotto 6/49,24 04 2018,"30,829,880.00",0,25,29,34,28,11,44
16458,Lotto 6/42,24 04 2018,"26,172,092.00",0,3,23,41,12,8,25
16461,Ultra Lotto 6/58,24 04 2018,"77,114,934.00",0,4,54,51,55,30,6
16462,Megalotto 6/45,23 04 2018,"23,342,628.00",0,40,1,26,4,32,42
16470,Grand Lotto 6/55,23 04 2018,"80,657,387.00",0,48,54,49,20,32,22
16471,Superlotto 6/49,22 04 2018,"28,523,326.00",0,38,27,13,29,22,31
16478,Ultra Lotto 6/58,22 04 2018,"74,480,381.00",0,24,18,37,11,2,51
16484,Lotto 6/42,21 04 2018,"23,421,607.00",0,4,11,33,14,12,39
16487,Grand Lotto 6/55,21 04 2018,"77,089,190.00",0,26,35,54,48,34,33
16488,Megalotto 6/45,20 04 2018,"20,314,305.00",0,41,12,28,25,11,44
16496,Ultra Lotto 6/58,20 04 2018,"71,388,699.00",0,53,4,45,30,12,29
16497,Superlotto 6/49,19 04 2018,"25,448,675.00",0,7,9,47,21,31,15
16503,Lotto 6/42,19 04 2018,"20,206,095.00",0,31,29,11,14,23,16
16506,Megalotto 6/45,18 04 2018,"17,209,559.00",0,38,3,16,12,43,33
16514,Grand Lotto 6/55,18 04 2018,"73,374,821.00",0,3,2,24,27,21,10
16515,Superlotto 6/49,17 04 2018,"22,445,732.00",0,28,40,44,30,45,14
16521,Lotto 6/42,17 04 2018,"17,417,300.00",0,6,41,42,4,30,39
16524,Ultra Lotto 6/58,17 04 2018,"67,994,400.00",0,15,18,27,40,37,42
16525,Megalotto 6/45,16 04 2018,"14,356,565.00",0,24,41,44,11,45,7
16533,Grand Lotto 6/55,16 04 2018,"69,746,289.00",0,33,36,46,4,47,13
16534,Superlotto 6/49,15 04 2018,"20,053,924.00",0,30,37,33,18,8,25
16541,Ultra Lotto 6/58,15 04 2018,"65,380,254.00",0,24,37,15,53,5,49
16547,Lotto 6/42,14 04 2018,"14,841,578.00",0,18,41,29,10,35,3
16550,Grand Lotto 6/55,14 04 2018,"66,161,344.00",0,45,21,18,53,12,37
16551,Megalotto 6/45,13 04 2018,"11,432,976.00",0,21,31,3,7,17,30
16559,Ultra Lotto 6/58,13 04 2018,"62,306,981.00",0,47,20,8,15,34,50
16560,Superlotto 6/49,12 04 2018,"17,030,198.00",0,35,16,47,17,29,38
16566,Lotto 6/42,12 04 2018,"12,035,229.00",0,33,9,12,32,29,27
16569,Megalotto 6/45,11 04 2018,"8,910,000.00",0,37,22,8,24,16,20
16577,Grand Lotto 6/55,11 04 2018,"62,467,844.00",0,23,34,14,4,28,35
16578,Superlotto 6/49,10 04 2018,"15,840,000.00",0,28,18,19,24,31,10
16584,Lotto 6/42,10 04 2018,"9,492,326.00",0,31,39,2,25,34,11
16587,Ultra Lotto 6/58,10 04 2018,"58,876,540.00",0,31,15,30,13,53,4
16588,Megalotto 6/45,9 04 2018,"8,910,000.00",0,23,41,27,34,33,32
16596,Grand Lotto 6/55,9 04 2018,"58,981,662.00",0,25,32,28,9,36,44
16597,Superlotto 6/49,8 04 2018,"15,840,000.00",0,29,30,19,8,2,15
16604,Ultra Lotto 6/58,8 04 2018,"56,344,330.00",0,14,25,35,31,48,8
16610,Lotto 6/42,7 04 2018,"7,229,978.00",0,36,26,30,11,18,16
16613,Grand Lotto 6/55,7 04 2018,"55,730,110.00",0,11,5,31,33,43,51
16614,Megalotto 6/45,6 04 2018,"8,910,000.00",0,9,28,22,3,37,38
16622,Ultra Lotto 6/58,6 04 2018,"53,421,169.00",0,18,48,36,7,20,16
16623,Superlotto 6/49,5 04 2018,"15,840,000.00",0,24,10,17,6,8,41
16629,Lotto 6/42,5 04 2018,"5,940,000.00",0,8,40,22,20,31,3
