LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT,WINNERS
Ultra Lotto 6/58,51-31-22-19-02-32,5 11 2018,99542140.00,0
Superlotto 6/49,39-49-27-12-17-24,5 10 2018,15840000.00,0
6D Lotto,0-6-5-8-0-8,5 10 2018,7440291.46,0
3D Lotto 2PM,5 08 2008,5 10 2018,4500.00,989
3D Lotto 5PM,8 01 2004,5 10 2018,4500.00,1060
3D Lotto 9PM,1 04 2003,5 10 2018,4500.00,1231
2D Lotto 9PM,14 Feb,5 10 2018,4000.00,378
Lotto 6/42,03-09-18-37-10-41,5 10 2018,48921540.00,1
2D Lotto 2PM,21 Apr,5 10 2018,4000.00,189
2D Lotto 5PM,27 Aug,5 10 2018,4000.00,95
Megalotto 6/45,17-14-12-43-25-15,5 09 2018,45744439.00,0
4D Lotto,2-5-9-8,5 09 2018,31390.00,31
3D Lotto 2PM,0-0-4,5 09 2018,4500.00,208
3D Lotto 5PM,0-7-9,5 09 2018,4500.00,193
3D Lotto 9PM,1 04 2000,5 09 2018,4500.00,1148
2D Lotto 9PM,26-13,5 09 2018,4000.00,303
2D Lotto 2PM,25 Nov,5 09 2018,4000.00,98
2D Lotto 5PM,Aug 19,5 09 2018,4000.00,187
Grand Lotto 6/55,31-42-23-34-27-30,5 09 2018,107647564.00,0
Superlotto 6/49,48-29-07-06-30-42,5 08 2018,15840000.00,0
6D Lotto,3-9-3-8-2-1,5 08 2018,7157336.20,0
3D Lotto 2PM,7 02 2005,5 08 2018,4500.00,544
3D Lotto 5PM,6-0-5,5 08 2018,4500.00,450
3D Lotto 9PM,5 07 2006,5 08 2018,4500.00,571
2D Lotto 9PM,23-16,5 08 2018,4000.00,263
Lotto 6/42,04-26-23-38-17-07,5 08 2018,45042129.00,0
2D Lotto 2PM,21-21,5 08 2018,4000.00,228
2D Lotto 5PM,23-15,5 08 2018,4000.00,232
Ultra Lotto 6/58,19-27-07-46-18-53,5 08 2018,95877129.00,0
Megalotto 6/45,11-13-33-30-39-36,5 07 2018,42499746.00,0
4D Lotto,8-2-1-7,5 07 2018,11931.00,28
3D Lotto 2PM,7 05 2003,5 07 2018,4500.00,415
3D Lotto 5PM,2 01 2007,5 07 2018,4500.00,1041
3D Lotto 9PM,1 03 2003,5 07 2018,4500.00,1090
2D Lotto 9PM,22-25,5 07 2018,4000.00,563
2D Lotto 2PM,Apr 15,5 07 2018,4000.00,186
2D Lotto 5PM,19-16,5 07 2018,4000.00,236
Grand Lotto 6/55,40-53-24-21-52-01,5 07 2018,103546316.00,0
Superlotto 6/49,14-07-16-10-30-40,5 06 2018,45451487.00,1
3D Lotto 2PM,0-2-6,5 06 2018,4500.00,328
3D Lotto 5PM,2 08 2009,5 06 2018,4500.00,261
3D Lotto 9PM,9 08 2003,5 06 2018,4500.00,620
2D Lotto 9PM,Sep 26,5 06 2018,4000.00,699
2D Lotto 2PM,Jun 19,5 06 2018,4000.00,275
2D Lotto 5PM,1 Mar,5 06 2018,4000.00,253
Ultra Lotto 6/58,07-34-51-06-10-21,5 06 2018,93059561.00,0
6D Lotto,1-9-1-6-5-2,5 05 2018,6763787.00,0
3D Lotto 2PM,0-9-1,5 05 2018,4500.00,237
3D Lotto 5PM,8 02 2005,5 05 2018,4500.00,881
3D Lotto 9PM,6 09 2003,5 05 2018,4500.00,560
2D Lotto 9PM,14 Apr,5 05 2018,4000.00,430
Lotto 6/42,15-05-39-24-01-12,5 05 2018,41751734.00,0
2D Lotto 2PM,15 Apr,5 05 2018,4000.00,250
2D Lotto 5PM,22 May,5 05 2018,4000.00,251
Grand Lotto 6/55,54-21-44-36-11-38,5 05 2018,99560188.00,0
Megalotto 6/45,29-35-28-22-31-26,5 04 2018,39193677.00,0
4D Lotto,4-5-2-4,5 04 2018,20085.00,23
3D Lotto 2PM,9 08 2005,5 04 2018,4500.00,944
3D Lotto 5PM,7 01 2004,5 04 2018,4500.00,1145
3D Lotto 9PM,9 08 2006,5 04 2018,4500.00,634
2D Lotto 9PM,1 Apr,5 04 2018,4000.00,614
2D Lotto 2PM,Mar 24,5 04 2018,4000.00,251
2D Lotto 5PM,18-27,5 04 2018,4000.00,304
Ultra Lotto 6/58,11-15-56-38-53-45,5 04 2018,89830023.00,0
Superlotto 6/49,07-20-02-01-16-28,5 03 2018,42214919.00,0
6D Lotto,5-4-5-2-9-8,5 03 2018,6612916.72,0
3D Lotto 2PM,3 09 2008,5 03 2018,4500.00,558
3D Lotto 5PM,8 07 2004,5 03 2018,4500.00,589
3D Lotto 9PM,8 01 2003,5 03 2018,4500.00,831
2D Lotto 9PM,23-13,5 03 2018,4000.00,155
Lotto 6/42,23-22-25-26-12-01,5 03 2018,38357000.00,0
2D Lotto 2PM,3 Jun,5 03 2018,4000.00,271
2D Lotto 5PM,15 Jan,5 03 2018,4000.00,108
Megalotto 6/45,10-32-41-42-44-24,5 02 2018,35814225.00,0
4D Lotto,2-4-5-6,5 02 2018,36035.00,24
3D Lotto 2PM,5 04 2000,5 02 2018,4500.00,579
3D Lotto 5PM,8 01 2000,5 02 2018,4500.00,484
3D Lotto 9PM,9 03 2005,5 02 2018,4500.00,605
2D Lotto 9PM,26 Nov,5 02 2018,4000.00,117
2D Lotto 2PM,18-25,5 02 2018,4000.00,202
2D Lotto 5PM,20-17,5 02 2018,4000.00,82
Grand Lotto 6/55,36-30-17-07-43-50,5 02 2018,95537594.00,0
Superlotto 6/49,49-19-33-36-18-26,5 01 2018,39190497.00,0
6D Lotto,7-9-0-1-8-8,5 01 2018,6201802.78,0
3D Lotto 2PM,5-0-9,5 01 2018,4500.00,1149
3D Lotto 5PM,6 09 2004,5 01 2018,4500.00,219
3D Lotto 9PM,6 05 2007,5 01 2018,4500.00,962
2D Lotto 9PM,15 Jun,5 01 2018,4000.00,507
Lotto 6/42,31-14-12-17-36-28,5 01 2018,35114651.00,0
2D Lotto 2PM,13-29,5 01 2018,4000.00,227
2D Lotto 5PM,24-24,5 01 2018,4000.00,307
Ultra Lotto 6/58,48-28-51-15-39-42,5 01 2018,86323181.00,0
Megalotto 6/45,23-38-36-08-10-21,4/30/2018,32687096.00,0
4D Lotto,7-1-7-0,4/30/2018,39985.00,24
3D Lotto 2PM,6 03 2008,4/30/2018,4500.00,429
3D Lotto 5PM,3 06 2002,4/30/2018,4500.00,815
3D Lotto 9PM,9 09 2005,4/30/2018,4500.00,564
2D Lotto 9PM,Apr 14,4/30/2018,4000.00,716
2D Lotto 2PM,29-28,4/30/2018,4000.00,120
2D Lotto 5PM,18-14,4/30/2018,4000.00,217
Grand Lotto 6/55,46-03-04-22-38-28,4/30/2018,91789066.00,0
Superlotto 6/49,41-39-44-19-04-48,4/29/2018,36896857.00,0
3D Lotto 2PM,3 05 2007,4/29/2018,4500.00,733
3D Lotto 5PM,8 03 2007,4/29/2018,4500.00,544
3D Lotto 9PM,6 06 2002,4/29/2018,4500.00,535
2D Lotto 9PM,16-14,4/29/2018,4000.00,305
2D Lotto 2PM,Nov 17,4/29/2018,4000.00,236
2D Lotto 5PM,22 Oct,4/29/2018,4000.00,198
Ultra Lotto 6/58,58-15-37-46-01-44,4/29/2018,83695951.00,0
6D Lotto,0-2-3-6-4-5,4/28/2018,5873845.24,0
3D Lotto 2PM,2 03 2003,4/28/2018,4500.00,516
3D Lotto 5PM,8 01 2008,4/28/2018,4500.00,919
3D Lotto 9PM,4 09 2002,4/28/2018,4500.00,988
2D Lotto 9PM,27 Sep,4/28/2018,4000.00,389
Lotto 6/42,37-42-03-22-35-02,4/28/2018,32304512.00,0
2D Lotto 2PM,31-18,4/28/2018,4000.00,88
2D Lotto 5PM,26 Nov,4/28/2018,4000.00,59
Grand Lotto 6/55,01-51-34-21-30-18,4/28/2018,88047436.00,0
Megalotto 6/45,05-27-33-21-42-25,4/27/2018,29532718.00,0
4D Lotto,5-5-6-7,4/27/2018,36477.00,25
3D Lotto 2PM,9 04 2000,4/27/2018,4500.00,307
3D Lotto 5PM,7 04 2003,4/27/2018,4500.00,373
3D Lotto 9PM,9 09 2004,4/27/2018,4500.00,419
2D Lotto 9PM,Jul 14,4/27/2018,4000.00,626
2D Lotto 2PM,26-15,4/27/2018,4000.00,41
2D Lotto 5PM,24-26,4/27/2018,4000.00,192
Ultra Lotto 6/58,11-03-30-37-38-41,4/27/2018,80558154.00,0
Superlotto 6/49,04-41-03-19-30-06,4/26/2018,33787750.00,0
6D Lotto,5-5-9-3-2-9,4/26/2018,5545560.70,0
3D Lotto 2PM,9 08 2001,4/26/2018,4500.00,273
3D Lotto 5PM,0-5-1,4/26/2018,4500.00,261
3D Lotto 9PM,3 01 2008,4/26/2018,4500.00,1147
2D Lotto 9PM,20 Sep,4/26/2018,4000.00,315
Lotto 6/42,32-04-13-22-23-41,4/26/2018,29185264.00,0
2D Lotto 2PM,21-23,4/26/2018,4000.00,178
2D Lotto 5PM,5 Dec,4/26/2018,4000.00,292
Megalotto 6/45,43-01-38-17-30-08,4/25/2018,26315788.00,0
4D Lotto,3-7-6-6,4/25/2018,39811.00,23
3D Lotto 2PM,1 02 2003,4/25/2018,4500.00,1007
3D Lotto 5PM,3 07 2001,4/25/2018,4500.00,651
3D Lotto 9PM,8 09 2004,4/25/2018,4500.00,433
2D Lotto 9PM,27 Oct,4/25/2018,4000.00,413
2D Lotto 2PM,Aug 21,4/25/2018,4000.00,248
2D Lotto 5PM,21 Jun,4/25/2018,4000.00,188
Grand Lotto 6/55,13-42-43-44-15-35,4/25/2018,84260088.00,0
Superlotto 6/49,25-29-34-28-11-44,4/24/2018,30829880.00,0
6D Lotto,7-9-5-8-0-1,4/24/2018,5184613.88,0
3D Lotto 2PM,8 09 2002,4/24/2018,4500.00,314
3D Lotto 5PM,9 06 2002,4/24/2018,4500.00,225
3D Lotto 9PM,4-0-0,4/24/2018,4500.00,549
2D Lotto 9PM,14 Mar,4/24/2018,4000.00,253
Lotto 6/42,03-23-41-12-08-25,4/24/2018,26172092.00,0
2D Lotto 2PM,6 Nov,4/24/2018,4000.00,295
2D Lotto 5PM,9 Sep,4/24/2018,4000.00,375
Ultra Lotto 6/58,04-54-51-55-30-06,4/24/2018,77114934.00,0
Megalotto 6/45,40-01-26-04-32-42,4/23/2018,23342628.00,0
4D Lotto,0-3-3-9,4/23/2018,43488.00,22
3D Lotto 2PM,0-2-4,4/23/2018,4500.00,421
3D Lotto 5PM,5 02 2007,4/23/2018,4500.00,665
3D Lotto 9PM,2 01 2000,4/23/2018,4500.00,1229
2D Lotto 9PM,15 Jul,4/23/2018,4000.00,355
2D Lotto 2PM,15 Feb,4/23/2018,4000.00,154
2D Lotto 5PM,29-02,4/23/2018,4000.00,70
Grand Lotto 6/55,48-54-49-20-32-22,4/23/2018,80657387.00,0
Superlotto 6/49,38-27-13-29-22-31,4/22/2018,28523326.00,0
3D Lotto 2PM,4 06 2005,4/22/2018,4500.00,419
3D Lotto 5PM,2 04 2005,4/22/2018,4500.00,577
3D Lotto 9PM,3 08 2005,4/22/2018,4500.00,747
2D Lotto 9PM,19-15,4/22/2018,4000.00,541
2D Lotto 2PM,21 Feb,4/22/2018,4000.00,229
2D Lotto 5PM,15 May,4/22/2018,4000.00,237
Ultra Lotto 6/58,24-18-37-11-02-51,4/22/2018,74480381.00,0
6D Lotto,4-7-6-8-9-3,4/21/2018,4676628.42,0
3D Lotto 2PM,8 06 2007,4/21/2018,4500.00,261
3D Lotto 5PM,4 06 2009,4/21/2018,4500.00,210
3D Lotto 9PM,4 01 2004,4/21/2018,4500.00,1235
2D Lotto 9PM,Aug 25,4/21/2018,4000.00,733
Lotto 6/42,04-11-33-14-12-39,4/21/2018,23421607.00,0
2D Lotto 2PM,11 Dec,4/21/2018,4000.00,276
2D Lotto 5PM,13-26,4/21/2018,4000.00,162
Grand Lotto 6/55,26-35-54-48-34-33,4/21/2018,77089190.00,0
Megalotto 6/45,41-12-28-25-11-44,4/20/2018,20314305.00,0
4D Lotto,7-5-3-6,4/20/2018,35103.00,28
3D Lotto 2PM,4-0-0,4/20/2018,4500.00,870
3D Lotto 5PM,6 09 2005,4/20/2018,4500.00,184
3D Lotto 9PM,1 07 2006,4/20/2018,4500.00,709
2D Lotto 9PM,21-28,4/20/2018,4000.00,559
2D Lotto 2PM,Jul 19,4/20/2018,4000.00,293
2D Lotto 5PM,12 Feb,4/20/2018,4000.00,190
Ultra Lotto 6/58,53-04-45-30-12-29,4/20/2018,71388699.00,0
Superlotto 6/49,07-09-47-21-31-15,4/19/2018,25448675.00,0
6D Lotto,2-8-8-7-3-5,4/19/2018,4212119.82,0
3D Lotto 2PM,8 07 2009,4/19/2018,4500.00,299
3D Lotto 5PM,6-0-6,4/19/2018,4500.00,542
3D Lotto 9PM,1 03 2001,4/19/2018,4500.00,1145
2D Lotto 9PM,24-26,4/19/2018,4000.00,416
Lotto 6/42,31-29-11-14-23-16,4/19/2018,20206095.00,0
2D Lotto 2PM,28-29,4/19/2018,4000.00,383
2D Lotto 5PM,6 Jan,4/19/2018,4000.00,293
Megalotto 6/45,38-03-16-12-43-33,4/18/2018,17209559.00,0
4D Lotto,4-3-5-4,4/18/2018,55895.00,16
3D Lotto 2PM,7 04 2008,4/18/2018,4500.00,396
3D Lotto 5PM,7 02 2007,4/18/2018,4500.00,617
3D Lotto 9PM,5 05 2005,4/18/2018,4500.00,1088
2D Lotto 9PM,Sep 28,4/18/2018,4000.00,615
2D Lotto 2PM,13-22,4/18/2018,4000.00,234
2D Lotto 5PM,Aug 19,4/18/2018,4000.00,185
Grand Lotto 6/55,03-02-24-27-21-10,4/18/2018,73374821.00,0
Superlotto 6/49,28-40-44-30-45-14,4/17/2018,22445732.00,0
6D Lotto,8-4-8-6-0-6,4/17/2018,3751150.80,0
3D Lotto 2PM,3 02 2000,4/17/2018,4500.00,1149
3D Lotto 5PM,9 01 2007,4/17/2018,4500.00,683
3D Lotto 9PM,7-0-9,4/17/2018,4500.00,1033
2D Lotto 9PM,5 Feb,4/17/2018,4000.00,690
Lotto 6/42,06-41-42-04-30-39,4/17/2018,17417300.00,0
2D Lotto 2PM,3 Sep,4/17/2018,4000.00,245
2D Lotto 5PM,29-21,4/17/2018,4000.00,50
Ultra Lotto 6/58,15-18-27-40-37-42,4/17/2018,67994400.00,0
Megalotto 6/45,24-41-44-11-45-07,4/16/2018,14356565.00,0
4D Lotto,9-6-1-5,4/16/2018,17552.00,36
3D Lotto 2PM,8 03 2006,4/16/2018,4500.00,380
3D Lotto 5PM,5 05 2009,4/16/2018,4500.00,282
3D Lotto 9PM,0-0-2,4/16/2018,4500.00,544
2D Lotto 9PM,19-17,4/16/2018,4000.00,252
2D Lotto 2PM,5 Jan,4/16/2018,4000.00,305
2D Lotto 5PM,28-27,4/16/2018,4000.00,35
Grand Lotto 6/55,33-36-46-04-47-13,4/16/2018,69746289.00,0
Superlotto 6/49,30-37-33-18-08-25,4/15/2018,20053924.00,0
3D Lotto 2PM,3-0-1,4/15/2018,4500.00,1015
3D Lotto 5PM,6 02 2005,4/15/2018,4500.00,556
3D Lotto 9PM,8 07 2009,4/15/2018,4500.00,721
2D Lotto 9PM,Nov 14,4/15/2018,4000.00,602
2D Lotto 2PM,Oct 23,4/15/2018,4000.00,272
2D Lotto 5PM,25-18,4/15/2018,4000.00,71
Ultra Lotto 6/58,24-37-15-53-05-49,4/15/2018,65380254.00,0
6D Lotto,7-6-5-3-9-3,4/14/2018,3291469.60,0
3D Lotto 2PM,1 01 2006,4/14/2018,4500.00,444
3D Lotto 5PM,2 02 2001,4/14/2018,4500.00,853
3D Lotto 9PM,6 01 2004,4/14/2018,4500.00,1235
2D Lotto 9PM,Feb 15,4/14/2018,4000.00,650
Lotto 6/42,18-41-29-10-35-03,4/14/2018,14841578.00,0
2D Lotto 2PM,24-23,4/14/2018,4000.00,69
2D Lotto 5PM,10 Apr,4/14/2018,4000.00,244
Grand Lotto 6/55,45-21-18-53-12-37,4/14/2018,66161344.00,0
Megalotto 6/45,21-31-03-07-17-30,4/13/2018,11432976.00,0
4D Lotto,2-8-2-2,4/13/2018,10849.00,61
3D Lotto 2PM,6 03 2000,4/13/2018,4500.00,755
3D Lotto 5PM,6 02 2004,4/13/2018,4500.00,615
3D Lotto 9PM,4 04 2003,4/13/2018,4500.00,916
2D Lotto 9PM,29 Jan,4/13/2018,4000.00,164
2D Lotto 2PM,23-21,4/13/2018,4000.00,96
2D Lotto 5PM,27 Mar,4/13/2018,4000.00,223
Ultra Lotto 6/58,47-20-08-15-34-50,4/13/2018,62306981.00,0
Superlotto 6/49,35-16-47-17-29-38,4 12 2018,17030198.00,0
6D Lotto,3-6-9-8-4-2,4 12 2018,2793652.02,0
3D Lotto 2PM,2 09 2009,4 12 2018,4500.00,360
3D Lotto 5PM,6-0-7,4 12 2018,4500.00,330
3D Lotto 9PM,7 05 2003,4 12 2018,4500.00,748
2D Lotto 9PM,8 Sep,4 12 2018,4000.00,518
Lotto 6/42,33-09-12-32-29-27,4 12 2018,12035229.00,0
2D Lotto 2PM,13-19,4 12 2018,4000.00,219
2D Lotto 5PM,Jun 27,4 12 2018,4000.00,234
Megalotto 6/45,37-22-08-24-16-20,4 11 2018,8910000.00,0
4D Lotto,1-2-7-4,4 11 2018,29332.00,32
3D Lotto 2PM,8 05 2000,4 11 2018,4500.00,507
3D Lotto 5PM,9 03 2006,4 11 2018,4500.00,259
3D Lotto 9PM,9 08 2001,4 11 2018,4500.00,705
2D Lotto 9PM,29-25,4 11 2018,4000.00,166
2D Lotto 2PM,Aug 23,4 11 2018,4000.00,271
2D Lotto 5PM,21-31,4 11 2018,4000.00,69
Grand Lotto 6/55,23-34-14-04-28-35,4 11 2018,62467844.00,0
Superlotto 6/49,28-18-19-24-31-10,4 10 2018,15840000.00,0
6D Lotto,3-5-5-3-4-1,4 10 2018,2483378.74,0
3D Lotto 2PM,8 08 2004,4 10 2018,4500.00,291
3D Lotto 5PM,0-5-6,4 10 2018,4500.00,369
3D Lotto 9PM,9 09 2004,4 10 2018,4500.00,470
2D Lotto 9PM,Mar 15,4 10 2018,4000.00,628
Lotto 6/42,31-39-02-25-34-11,4 10 2018,9492326.00,0
2D Lotto 2PM,16-24,4 10 2018,4000.00,271
2D Lotto 5PM,Aug 16,4 10 2018,4000.00,275
Ultra Lotto 6/58,31-15-30-13-53-04,4 10 2018,58876540.00,0
Megalotto 6/45,23-41-27-34-33-32,4 09 2018,8910000.00,0
4D Lotto,2-5-6-8,4 09 2018,25496.00,34
3D Lotto 2PM,8 08 2006,4 09 2018,4500.00,451
3D Lotto 5PM,4-0-9,4 09 2018,4500.00,1145
3D Lotto 9PM,9 02 2001,4 09 2018,4500.00,1072
2D Lotto 9PM,18 Jun,4 09 2018,4000.00,405
2D Lotto 2PM,Jul 29,4 09 2018,4000.00,245
2D Lotto 5PM,18-17,4 09 2018,4000.00,59
Grand Lotto 6/55,25-32-28-09-36-44,4 09 2018,58981662.00,0
Superlotto 6/49,29-30-19-08-02-15,4 08 2018,15840000.00,0
3D Lotto 2PM,5 07 2001,4 08 2018,4500.00,389
3D Lotto 5PM,1-0-0,4 08 2018,4500.00,1146
3D Lotto 9PM,5 09 2005,4 08 2018,4500.00,418
2D Lotto 9PM,26-26,4 08 2018,4000.00,637
2D Lotto 2PM,18-21,4 08 2018,4000.00,192
2D Lotto 5PM,Dec 15,4 08 2018,4000.00,238
Ultra Lotto 6/58,14-25-35-31-48-08,4 08 2018,56344330.00,0
6D Lotto,4-8-3-4-6-1,4 07 2018,2016090.66,0
3D Lotto 2PM,6 07 2004,4 07 2018,4500.00,318
3D Lotto 5PM,1 01 2006,4 07 2018,4500.00,1132
3D Lotto 9PM,9 06 2004,4 07 2018,4500.00,490
2D Lotto 9PM,30-24,4 07 2018,4000.00,218
Lotto 6/42,36-26-30-11-18-16,4 07 2018,7229978.00,0
2D Lotto 2PM,18-15,4 07 2018,4000.00,257
2D Lotto 5PM,6 Nov,4 07 2018,4000.00,358
Grand Lotto 6/55,11-05-31-33-43-51,4 07 2018,55730110.00,0
Megalotto 6/45,09-28-22-03-37-38,4 06 2018,8910000.00,0
4D Lotto,2-7-3-5,4 06 2018,10127.00,99
3D Lotto 2PM,1 09 2007,4 06 2018,4500.00,736
3D Lotto 5PM,5 04 2002,4 06 2018,4500.00,659
3D Lotto 9PM,2 05 2007,4 06 2018,4500.00,1260
2D Lotto 9PM,Jul 31,4 06 2018,4000.00,538
2D Lotto 2PM,19 May,4 06 2018,4000.00,287
2D Lotto 5PM,16-17,4 06 2018,4000.00,164
Ultra Lotto 6/58,18-48-36-07-20-16,4 06 2018,53421169.00,0
Superlotto 6/49,24-10-17-06-08-41,4 05 2018,15840000.00,0
6D Lotto,8-2-3-4-6-5,4 05 2018,1605973.94,0
3D Lotto 2PM,3-0-7,4 05 2018,4500.00,629
3D Lotto 5PM,1 01 2009,4 05 2018,4500.00,892
3D Lotto 9PM,9 09 2002,4 05 2018,4500.00,433
2D Lotto 9PM,May 25,4 05 2018,4000.00,716
Lotto 6/42,08-40-22-20-31-03,4 05 2018,5940000.00,0
2D Lotto 2PM,23 Jun,4 05 2018,4000.00,136
2D Lotto 5PM,19-21,4 05 2018,4000.00,165
Megalotto 6/45,25-45-07-04-06-20,4 04 2018,35901238.00,2
4D Lotto,1-2-5-7,4 04 2018,14073.00,63
3D Lotto 2PM,0-0-6,4 04 2018,4500.00,249
3D Lotto 5PM,3 04 2007,4 04 2018,4500.00,638
3D Lotto 9PM,3 06 2004,4 04 2018,4500.00,817
2D Lotto 9PM,Nov 24,4 04 2018,4000.00,587
2D Lotto 2PM,23-13,4 04 2018,4000.00,62
2D Lotto 5PM,7 Apr,4 04 2018,4000.00,282
Grand Lotto 6/55,37-01-41-23-17-44,4 04 2018,52188710.00,0
Superlotto 6/49,18-04-16-22-08-05,4 03 2018,15840000.00,0
6D Lotto,0-0-3-5-0-0,4 03 2018,1209026.12,0
3D Lotto 2PM,3 02 2005,4 03 2018,4500.00,1150
3D Lotto 5PM,4 08 2009,4 03 2018,4500.00,196
3D Lotto 9PM,3 08 2000,4 03 2018,4500.00,724
2D Lotto 9PM,21-27,4 03 2018,4000.00,410
Lotto 6/42,27-38-36-29-07-19,4 03 2018,5940000.00,0
2D Lotto 2PM,29-21,4 03 2018,4000.00,95
2D Lotto 5PM,Jun 14,4 03 2018,4000.00,270
Ultra Lotto 6/58,14-46-17-05-06-26,4 03 2018,50297077.00,0
Megalotto 6/45,13-34-25-33-37-05,4 02 2018,32253317.00,0
4D Lotto,1-4-0-5,4 02 2018,16516.00,48
3D Lotto 2PM,2 03 2002,4 02 2018,4500.00,966
3D Lotto 5PM,0-1-7,4 02 2018,4500.00,445
3D Lotto 9PM,8 01 2000,4 02 2018,4500.00,1112
2D Lotto 9PM,Aug 19,4 02 2018,4000.00,681
2D Lotto 2PM,28 Oct,4 02 2018,4000.00,141
2D Lotto 5PM,21 Jul,4 02 2018,4000.00,108
Grand Lotto 6/55,05-08-35-52-03-14,4 02 2018,49178037.00,0
Megalotto 6/45,43-14-04-05-13-24,3/28/2018,28691151.00,0
4D Lotto,3-2-2-4,3/28/2018,20179.00,26
3D Lotto 2PM,3 03 2009,3/28/2018,4500.00,483
3D Lotto 5PM,1 04 2008,3/28/2018,4500.00,986
3D Lotto 9PM,3 01 2003,3/28/2018,4500.00,1345
2D Lotto 9PM,18-16,3/28/2018,4000.00,225
2D Lotto 2PM,2 Jan,3/28/2018,4000.00,342
2D Lotto 5PM,Jan 20,3/28/2018,4000.00,326
Grand Lotto 6/55,42-48-30-03-12-20,3/28/2018,46165958.00,0
Superlotto 6/49,15-38-37-36-07-49,3/27/2018,15840000.00,0
6D Lotto,3-9-0-7-5-3,3/27/2018,849599.70,0
3D Lotto 2PM,2 01 2006,3/27/2018,4500.00,491
3D Lotto 5PM,5 06 2001,3/27/2018,4500.00,323
3D Lotto 9PM,4 01 2006,3/27/2018,4500.00,1322
2D Lotto 9PM,19 Jul,3/27/2018,4000.00,389
Lotto 6/42,38-08-01-05-34-22,3/27/2018,12433949.00,1
2D Lotto 2PM,Jul 19,3/27/2018,4000.00,174
2D Lotto 5PM,28-19,3/27/2018,4000.00,81
Ultra Lotto 6/58,21-38-24-16-22-50,3/27/2018,49500000.00,0
Megalotto 6/45,40-36-35-12-42-21,3/26/2018,25258259.00,0
4D Lotto,5-3-3-6,3/26/2018,79830.00,13
3D Lotto 2PM,1 09 2000,3/26/2018,4500.00,1123
3D Lotto 5PM,7 05 2004,3/26/2018,4500.00,349
3D Lotto 9PM,6 04 2007,3/26/2018,4500.00,1125
2D Lotto 9PM,Sep 22,3/26/2018,4000.00,646
2D Lotto 2PM,3 Aug,3/26/2018,4000.00,320
2D Lotto 5PM,10 Jun,3/26/2018,4000.00,272
Grand Lotto 6/55,44-50-21-47-12-13,3/26/2018,43252396.00,0
Superlotto 6/49,44-24-37-27-48-09,3/25/2018,104228816.00,1
3D Lotto 2PM,1 06 2000,3/25/2018,4500.00,956
3D Lotto 5PM,2 05 2002,3/25/2018,4500.00,821
3D Lotto 9PM,9 04 2006,3/25/2018,4500.00,618
2D Lotto 9PM,24 Aug,3/25/2018,4000.00,622
2D Lotto 2PM,20-17,3/25/2018,4000.00,313
2D Lotto 5PM,Nov 24,3/25/2018,4000.00,250
Ultra Lotto 6/58,49-25-01-22-34-08,3/25/2018,49500000.00,0
6D Lotto,4-5-4-7-0-2,3/24/2018,458057.50,0
3D Lotto 2PM,5 06 2001,3/24/2018,4500.00,379
3D Lotto 5PM,1 07 2008,3/24/2018,4500.00,1015
3D Lotto 9PM,3 09 2004,3/24/2018,4500.00,634
2D Lotto 9PM,19-17,3/24/2018,4000.00,162
Lotto 6/42,17-08-04-21-32-31,3/24/2018,9869227.00,0
2D Lotto 2PM,20-13,3/24/2018,4000.00,224
2D Lotto 5PM,10 Apr,3/24/2018,4000.00,281
Grand Lotto 6/55,20-05-33-16-41-08,3/24/2018,40513264.00,0
Megalotto 6/45,21-32-44-18-03-28,3/23/2018,21937870.00,0
4D Lotto,0-2-0-7,3/23/2018,27114.00,36
3D Lotto 2PM,6 06 2003,3/23/2018,4500.00,539
3D Lotto 5PM,3 07 2009,3/23/2018,4500.00,334
3D Lotto 9PM,9 04 2008,3/23/2018,4500.00,744
2D Lotto 9PM,Jan 30,3/23/2018,4000.00,475
2D Lotto 2PM,19 Dec,3/23/2018,4000.00,111
2D Lotto 5PM,20 Dec,3/23/2018,4000.00,234
Ultra Lotto 6/58,16-54-41-06-29-46,3/23/2018,49500000.00,0
Superlotto 6/49,30-47-18-09-39-41,3/22/2018,98106446.00,0
6D Lotto,0-5-2-7-3-6,3/22/2018,150000.00,0
3D Lotto 2PM,1 04 2005,3/22/2018,4500.00,506
3D Lotto 5PM,6-0-4,3/22/2018,4500.00,594
3D Lotto 9PM,6-0-4,3/22/2018,4500.00,349
2D Lotto 9PM,13 Dec,3/22/2018,4000.00,284
Lotto 6/42,42-20-39-06-04-15,3/22/2018,7205379.00,0
2D Lotto 2PM,Feb 26,3/22/2018,4000.00,171
2D Lotto 5PM,7 Feb,3/22/2018,4000.00,289
Megalotto 6/45,15-30-14-07-42-29,3/21/2018,18635463.00,0
4D Lotto,4-1-3-3,3/21/2018,21689.00,41
3D Lotto 2PM,1 06 2002,3/21/2018,4500.00,503
3D Lotto 5PM,0-0-7,3/21/2018,4500.00,363
3D Lotto 9PM,3 06 2009,3/21/2018,4500.00,1270
2D Lotto 9PM,Aug 15,3/21/2018,4000.00,658
2D Lotto 2PM,31-25,3/21/2018,4000.00,203
2D Lotto 5PM,20-27,3/21/2018,4000.00,286
Grand Lotto 6/55,38-16-52-54-46-42,3/21/2018,37513282.00,0
Superlotto 6/49,10-06-34-43-30-28,3/20/2018,92537510.00,0
